"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Northern Africa",2018,42477547,21818195,100,100,10.8645937099325,4.7494002093266,6.14437559936374,46276,20782,25494
"Sub-Saharan Africa",2018,209948657,113416569,100,100,20.8428250794185,9.03828641543169,11.9122045808276,437499,205955,231544
"Oceania",2018,6142241,2989242,100,100,7.79854202065355,3.53643985697956,4.27722832439778,4852,2131,2721
"Oceania (exc. Australia and New Zealand)",2018,2295892,1193929,100,100,14.3840621825193,6.38695424937007,8.04851342013918,3319,1535,1784
"Australia and New Zealand",2018,3846349,1795313,100,100,3.87770557951084,1.63625768943718,2.24512148737107,1533,596,937
"Europe, Northern America, Australia and New Zealand",2018,131139863,63686996,100,100,5.19815965535519,1.93892085563511,3.26557048243403,69170,24829,44340
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2018,112222337,55785366,100,100,9.54028520894612,4.34678215371854,5.21617663875148,107475,48557,58918
"World",2018,1217357593,616826849,100,100,10.841286137515,4.68316088437031,6.18710043991269,1324173,578820,745353
"Least developed countries",2019,212376865,113572202,100,100,20.5566644838368,9.03721280886853,11.6245047986312,436852,206004,230848
"Landlocked developing countries",2019,103873583,55270235,100,100,20.5638074081916,8.79663575607088,11.8716018090763,213467,97588,115879
"Small island developing States",2019,11333445,5671555,100,100,12.4957148959818,5.17474775852525,7.35904835644401,14226,5883,8343
"Europe and Northern America",2019,127107702,62169927,100,100,5.27244011591455,1.96884978179144,3.310107438431,67852,24600,43251
"Northern America",2019,48629792,24052967,100,100,7.26922577221056,2.58655970100126,4.6948094762043,35803,12534,23269
"Europe",2019,78477910,38116960,99.99,99.99,4.04088421546211,1.57883922874785,2.46593830684882,32047,12065,19982
"Latin America and the Caribbean",2019,107152666,53549270,100,100,12.3443501271546,4.87861332516148,7.50233780718913,132725,52280,80445
"Central and Southern Asia",2019,377852597,193764598,100,100,10.3656740593103,4.4466847198369,5.94542677787952,391612,172451,219161
"Central Asia",2019,11824511,5663768,100,100,6.86720966911858,2.99967799518906,3.87916792860452,8192,3399,4793
"Southern Asia",2019,366028086,188100830,100,100,10.480099287753,4.49022197229837,6.0168945073766,383420,169052,214368
"Eastern and South-Eastern Asia",2019,296994226,145302983,100,100,5.91641417150834,2.46600338764088,3.45894054296403,176772,71716,105056
"Eastern Asia",2019,187511649,90715839,100,100,3.92361843565192,1.41622414550304,2.51095035867495,74351,25705,48646
"South-Eastern Asia",2019,109482577,54587144,100,100,9.31488370372702,4.20814565706599,5.12831875897466,102421,46011,56410
"Northern Africa and Western Asia",2019,90707077,46088131,100,100,9.96834470551478,4.28723247273697,5.70557335212865,90978,39649,51329
"Western Asia",2019,47789188,23934602,100,100,9.16138692313329,3.89282815372716,5.28914851565705,44322,18729,25593
"Northern Africa",2019,42917889,22153529,100,100,10.8677828746303,4.71317051954621,6.18375745843728,46656,20920,25736
"Sub-Saharan Africa",2019,216132349,116849897,100,100,21.1241927644509,9.09305167793713,12.1415447806542,456004,213438,242566
"Oceania",2019,6197665,3017455,100,100,7.78152222570316,3.51829322252998,4.27828125110311,4874,2137,2737
"Oceania (exc. Australia and New Zealand)",2019,2334902,1215246,100,100,14.1859750117973,6.28753603644064,7.94841492060258,3324,1537,1787
"Australia and New Zealand",2019,3862763,1802209,100,100,3.92121080366892,1.64662076826779,2.2783415999969,1550,600,950
"Europe, Northern America, Australia and New Zealand",2019,130970465,63972136,100,100,5.23173826087708,1.95977316105882,3.27839000055286,69402,25200,44201
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2019,111817479,55802390,100,100,9.41618922757792,4.25347613396822,5.18476637364018,105745,47548,58197
"World",2019,1222144282,620742261,100,100,10.7778414126199,4.63324488762133,6.17319846522794,1320819,576272,744547
"Least developed countries",2020,217019330,115950622,100,100,19.363325796995,8.56851949980525,10.8881012046778,420806,199555,221251
"Landlocked developing countries",2020,106116586,56548903,100,100,18.682697628878,8.04125840480673,10.7277034596806,198183,91308,106875
"Small island developing States",2020,11323752,5653504,100,100,12.3756816217673,5.10940044996598,7.30359817962669,14084,5791,8293
"Europe and Northern America",2020,127169825,62477172,100,100,5.42860047192162,2.03162060651251,3.40389528922111,69656,25451,44204
"Northern America",2020,48937067,24224049,100,100,7.59550411502719,2.72456379152424,4.88424776812078,37472,13238,24234
"Europe",2020,78232758,38253123,99.99,99.99,4.07625755112928,1.59253848243922,2.48768079608983,32182,12212,19970
"Latin America and the Caribbean",2020,106699507,53181704,100,100,12.1560015226554,4.73915543836118,7.45216304330839,130368,50473,79895
"Central and Southern Asia",2020,379139028,193910013,100,100,10.1156973134615,4.33137559156645,5.80948478248143,383828,168225,215603
"Central Asia",2020,11686905,5678209,100,100,6.78875402422119,2.99293845888991,3.80721031149359,7985,3399,4586
"Southern Asia",2020,367452123,188231804,100,100,10.2225776264414,4.37172306966904,5.87654518492728,375843,164826,211017
"Eastern and South-Eastern Asia",2020,294260186,144663017,100,100,5.85624094528048,2.4203198553957,3.44425729420111,173339,70115,103224
"Eastern Asia",2020,184878361,89937305,100,100,3.86186742968564,1.37989808820948,2.48539893872014,72096,24840,47256
"South-Eastern Asia",2020,109381825,54725712,100,100,9.21440207091195,4.12781844097897,5.10766715259583,101243,45275,55968
"Northern Africa and Western Asia",2020,91784076,46730814,100,100,9.56317087516034,4.11683772535298,5.46884750754062,88175,38586,49589
"Western Asia",2020,48373471,24206977,100,100,8.43317096341078,3.5986720665029,4.85195950805737,41201,17493,23708
"Northern Africa",2020,43410605,22523837,100,100,10.8266588124448,4.6734245806453,6.18212593108652,46974,21093,25881
"Sub-Saharan Africa",2020,222465178,120316433,100,100,19.9448034193086,8.64111852807072,11.4022127632071,443419,208914,234505
"Oceania",2020,6227429,3043054,100,100,7.74342304987552,3.48874800856785,4.26957049687616,4852,2130,2722
"Oceania (exc. Australia and New Zealand)",2020,2372468,1235780,100,100,13.9770688590074,6.19142598422497,7.83414741867471,3323,1536,1787
"Australia and New Zealand",2020,3854961,1807274,100,100,3.91807872164995,1.63648566914019,2.28533296715974,1529,594,935
"Europe, Northern America, Australia and New Zealand",2020,131024786,64284446,100,100,5.38329912374857,2.02051369596774,3.36959373807839,71185,26045,45139
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2020,111754293,55961492,100,100,9.31517515512226,4.17343455903395,5.16328924586533,104566,46811,57755
"World",2020,1227745229,624322207,100,100,10.5067438382381,4.50603273027182,6.02787290055002,1293639,563895,729744
"Least developed countries",2021,221826423,118538403,100,100,20.205380611369,8.82025226742895,11.4864416570099,448225,209931,238294
"Landlocked developing countries",2021,108546926,57946987,100,100,20.3755267871286,8.61127100945951,11.8664409163173,220466,100052,120414
"Small island developing States",2021,11295775,5626826,100,100,12.3294075427749,5.06725749512264,7.29913665256285,14004,5714,8290
"Europe and Northern America",2021,127049358,62719304,100,100,5.6261369358912,2.10533213350533,3.5282329044942,72077,26482,45594
"Northern America",2021,48941814,24245953,100,100,7.89749936980455,2.86194408414453,5.05000812654271,38994,13927,25067
"Europe",2021,78107544,38473351,99.99,99.99,4.20279385585121,1.62819560007994,2.57879704176813,33082,12554,20527
"Latin America and the Caribbean",2021,106285336,52850987,100,100,12.0017413369413,4.63032271556926,7.40570944604495,128316,49013,79303
"Central and Southern Asia",2021,380560500,193808278,100,100,10.0016195208879,4.25480776737317,5.77136781411855,380940,165113,215827
"Central Asia",2021,11601221,5744120,100,100,6.81948832266177,3.04195992608907,3.78905454866754,7945,3498,4447
"Southern Asia",2021,368959279,188064158,100,100,10.1022703940011,4.29182908618853,5.83548621729204,372995,161615,211380
"Eastern and South-Eastern Asia",2021,292621367,144567370,100,100,5.88249735547997,2.40580654557353,3.48507522669862,172981,69636,103345
"Eastern Asia",2021,183188867,89576141,100,100,3.81549723982966,1.35223561105174,2.4665970491459,70454,24236,46218
"South-Eastern Asia",2021,109432500,54991229,100,100,9.33198818670533,4.11960975984386,5.23394021806637,102527,45400,57127
"Northern Africa and Western Asia",2021,93054287,47489494,100,100,9.12034952200258,3.98345932350038,5.15743462956259,85294,37941,47353
"Western Asia",2021,49006877,24525132,100,100,7.62724731411635,3.3631243791836,4.27851210329405,37778,16555,21223
"Northern Africa",2021,44047410,22964362,100,100,10.7939070854359,4.64552974527092,6.17707311706902,47516,21386,26130
"Sub-Saharan Africa",2021,229128121,123935460,100,100,20.4202494430962,8.80234307673278,11.7210793278366,467213,219165,248048
"Oceania",2021,6206797,3068385,100,100,7.69113739261584,3.43888576197185,4.26692509861303,4806,2118,2688
"Oceania (exc. Australia and New Zealand)",2021,2408268,1255275,100,100,13.7601378143469,6.08764541550265,7.71948589174318,3322,1535,1787
"Australia and New Zealand",2021,3798529,1813110,100,100,3.85374489999735,1.60093686494678,2.25642042168649,1484,583,901
"Europe, Northern America, Australia and New Zealand",2021,130847887,64532414,100,100,5.57404350405621,2.09116363507539,3.49017840313733,73561,27065,46495
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2021,111840768,56246504,100,100,9.42711875115299,4.16357355628431,5.28555197932014,105849,46935,58914
"World",2021,1234905766,628439278,100,100,10.5953733922755,4.52151139858231,6.10144976836881,1311629,569469,742160
"Least developed countries",2022,226665021,121138834,100,100,21.3341530142757,9.20599077326953,12.2408514061076,483927,224008,259919
"Landlocked developing countries",2022,111053593,59345746,100,100,22.6503570456938,9.41294839049081,13.3631957269125,251102,112118,138984
"Small island developing States",2022,11299224,5621294,100,100,12.3321175157246,5.0368322238018,7.33221643593918,14021,5677,8344
"Europe and Northern America",2022,127440499,63398738,100,100,6.33699337479265,2.29133671160678,4.05494791420534,80853,28992,51860
"Northern America",2022,49151063,24441161,100,100,7.85205772265007,2.87604056788104,4.99036966036098,38910,14114,24796
"Europe",2022,78289436,38957577,99.99,99.99,5.38443833623359,1.92431266794379,3.46679686942291,41943,14878,27064
"Latin America and the Caribbean",2022,105845248,52555111,100,100,11.8628817188384,4.54325679665778,7.35303163312386,126404,47832,78572
"Central and Southern Asia",2022,381954425,193632082,100,100,9.43350184026781,4.04976247398727,5.40563088739657,360619,156923,203696
"Central Asia",2022,11640648,5907002,100,100,6.91103554735562,3.12191685356756,3.80098505308541,8067,3696,4371
"Southern Asia",2022,370313777,187725080,100,100,9.51266782371574,4.07894429244237,5.45597816225795,352552,153227,199325
"Eastern and South-Eastern Asia",2022,291928929,145545132,100,100,5.92753010567737,2.39439328084288,3.54161684841967,173618,69772,103846
"Eastern Asia",2022,182272857,90119866,100,100,3.77871662314111,1.3244128589261,2.4575585864084,69235,23888,45347
"South-Eastern Asia",2022,109656072,55425266,100,100,9.49050648800398,4.1317066175554,5.38103271894275,104383,45884,58499
"Northern Africa and Western Asia",2022,94586997,48399033,100,100,8.87280248403799,3.90679126647644,4.985488480416,84403,37983,46420
"Western Asia",2022,49773330,24908559,100,100,7.12473344813425,3.2200040350757,3.91734327420819,35942,16163,19779
"Northern Africa",2022,44813667,23490474,100,100,10.8352512323689,4.63452293167213,6.22959952253918,48461,21820,26641
"Sub-Saharan Africa",2022,235846320,127551103,100,100,22.0746539400551,9.32087835510272,12.8737704331311,519855,238984,280871
"Oceania",2022,6240117,3120547,100,100,7.57215117844112,3.35754637740901,4.2288032039102,4749,2103,2646
"Oceania (exc. Australia and New Zealand)",2022,2444951,1274778,100,100,13.5487251567175,5.9791936574403,7.6150634382884,3314,1530,1784
"Australia and New Zealand",2022,3795166,1845769,100,100,3.73008477698744,1.54288071529033,2.19058387130743,1435,573,862
"Europe, Northern America, Australia and New Zealand",2022,131235665,65244507,100,100,6.26101164287118,2.27016994246004,3.99992220356997,82288,29565,52722
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2022,112101023,56700044,100,100,9.57889873457363,4.17328099085292,5.42827144575849,107697,47414,60283
"World",2022,1243842535,634201746,100,100,10.8356191267006,4.58394442871465,6.28046399592986,1350503,582590,767913
"Least developed countries",2023,231539588,123582293,100,100,19.1744525287614,8.29010893647554,10.9753302758867,444066,205747,238319
"Landlocked developing countries",2023,113570019,60748366,100,100,16.8465080657585,7.19324177258057,9.7232076768022,191171,87812,103359
"Small island developing States",2023,11358023,5645112,100,100,12.6807003761882,5.10023377323034,7.61932695160572,14485,5767,8718
"Europe and Northern America",2023,128044678,64206276,100,100,6.35196202156918,2.22937148192263,4.13180186088427,81657,28699,52957
"Northern America",2023,49445272,24678865,100,100,7.35935863504977,2.72190214687933,4.6501136424771,36639,13485,23154
"Europe",2023,78599406,39527411,99.99,100,5.71751850525337,1.92172242947572,3.8031045871644,45018,15214,29803
"Latin America and the Caribbean",2023,105406680,52339227,100,100,11.7631997002957,4.47550825432645,7.32045419916305,124829,46928,77901
"Central and Southern Asia",2023,382802382,193384014,100,100,9.25025686864567,3.94753552400069,5.32373698551573,354683,152828,201855
"Central Asia",2023,11825723,6163630,100,100,7.02571527976481,3.21371010196726,3.824295354411,8304,3965,4339
"Southern Asia",2023,370976659,187220384,100,100,9.32026122815055,3.97168519915416,5.36990359562809,346379,148863,197516
"Eastern and South-Eastern Asia",2023,292556509,147302483,100,100,5.8574420502594,2.35123229457665,3.51447309832997,171577,69333,102244
"Eastern Asia",2023,182477544,91386635,100,100,3.71986941109381,1.29103987597444,2.43196930446851,67958,23609,44349
"South-Eastern Asia",2023,110078965,55915848,100,100,9.39215724495856,4.08154938891608,5.33237219652267,103619,45724,57895
"Northern Africa and Western Asia",2023,96471362,49625582,100,100,12.3817135985724,5.26353028701489,7.15584833600337,119329,52199,67130
"Western Asia",2023,50779172,25533544,100,100,9.43872920608624,4.37405813452693,5.08692156219816,48305,22423,25882
"Northern Africa",2023,45692190,24092038,100,100,15.7144986963773,6.20535742087031,9.56851734562441,71024,29776,41248
"Sub-Saharan Africa",2023,242756380,131233738,100,100,19.0721684390207,8.17171972705414,10.9902580202361,462623,215650,246973
"Oceania",2023,6304096,3187868,100,100,7.40174518164183,3.25705559668632,4.15823318161199,4679,2080,2599
"Oceania (exc. Australia and New Zealand)",2023,2478839,1291993,100,100,13.3323869778411,5.880523505502,7.49594354454882,3304,1522,1782
"Australia and New Zealand",2023,3825257,1895875,100,100,3.56169375507964,1.46526710817941,2.09950297955975,1375,558,817
"Europe, Northern America, Australia and New Zealand",2023,131869935,66102151,100,100,6.27071313095839,2.20746370263618,4.07223874754592,83032,29257,53774
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2023,112557804,57207841,100,100,9.47885501575763,4.12221359398623,5.37881404213533,106923,47246,59677
"World",2023,1254342087,641279188,100,100,10.5020990177553,4.41703728196971,6.11205892793987,1319379,567718,751661
"Least developed countries",2024,236536494,125955432,100,100,18.7705334771862,8.09576498068193,10.7618942632061,443844,204760,239084
"Landlocked developing countries",2024,116482814,62312370,100,100,16.592836818816,7.01707364249194,9.6434318477662,192673,87741,104932
"Small island developing States",2024,11322784,5629480,100,100,12.7090011019346,5.07371145049056,7.67422646211861,14474,5720,8754
"Europe and Northern America",2024,128704437,64950647,100,100,6.66749466919081,2.25155034005177,4.42590948714988,86832,29449,57382
"Northern America",2024,49627969,24814055,100,100,6.75212428118677,2.51134497425615,4.25145618004169,33918,12542,21376
"Europe",2024,79076468,40136592,99.99,100,6.61847418645634,2.0908931058061,4.53706760402409,52914,16907,36007
"Latin America and the Caribbean",2024,104955192,52175821,100,100,11.6053259327329,4.39218050735489,7.24496662657165,122611,45915,76696
"Central and Southern Asia",2024,383804493,193562175,100,100,9.09724227941,3.85192127158133,5.26560369872348,349811,149287,200524
"Central Asia",2024,12095702,6469140,100,100,7.12212473610718,3.28637320282494,3.8483988079986,8589,4255,4334
"Southern Asia",2024,371708791,187093035,100,100,9.15968230944653,3.87147056987804,5.30876446495697,341222,145032,196190
"Eastern and South-Eastern Asia",2024,293951349,149329869,100,100,5.78100273985216,2.30227740850486,3.48675280355592,169850,68835,101015
"Eastern Asia",2024,183381993,92997802,100,100,3.66523853404388,1.25682007306127,2.41144921876593,67017,23388,43629
"South-Eastern Asia",2024,110569356,56332067,100,100,9.2807079642202,4.02581688836562,5.27613181642643,102833,45447,57386
"Northern Africa and Western Asia",2024,97968214,50745853,100,100,11.5004833513026,4.83988730807965,6.69298935746732,112520,49171,63349
"Western Asia",2024,51473194,26114890,100,100,8.42514779694725,3.88199388301717,4.56085914121761,43702,20325,23377
"Northern Africa",2024,46495020,24630963,100,100,14.9610290493863,5.85448678658018,9.1601703591365,68818,28846,39972
"Sub-Saharan Africa",2024,249997997,135006179,100,100,18.6968350581737,7.98429749661417,10.7987580584924,466751,216647,250104
"Oceania",2024,6374036,3253403,100,100,7.22884501926402,3.15478420877061,4.08695426928424,4620,2057,2563
"Oceania (exc. Australia and New Zealand)",2024,2513652,1309850,100,100,13.113899517549,5.77402147083396,7.38250478786886,3296,1515,1781
"Australia and New Zealand",2024,3860384,1943553,100,100,3.39460226825683,1.38567499982647,2.01171485140671,1324,542,782
"Europe, Northern America, Australia and New Zealand",2024,132564821,66894200,100,100,6.5722288002581,2.22640291961545,4.35552302983277,88156,29991,58164
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",2024,113083008,57641917,100,100,9.36585547079172,4.06557697315375,5.32191515333849,106129,46962,59167
"World",2024,1265755718,649023947,100,100,10.3572237649999,4.31413323929348,6.06927418319845,1312997,561362,751635
