"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Latin America and the Caribbean",1972,58012395,31701876,3.52,3.45,,,,,,
"Central and Southern Asia",1972,151442253,83879145,88.84,88.91,52.1865493969669,25.0798453396958,27.8040246964798,806534,425856,380678
"Central Asia",1972,6015293,3366642,0,0,,,,,,
"Southern Asia",1972,145426960,80512503,92.52,92.63,52.1865493969669,25.0798453396958,27.8040246964798,774741,408857,365883
"Eastern and South-Eastern Asia",1972,256778934,140425905,83.2,82.77,11.3094714332531,7.32540864022749,4.01346304992888,299890,206407,93483
"Eastern Asia",1972,201888488,109604558,95.42,95.27,10.0855687978748,6.85836974717229,3.249485221842,210895,150832,60063
"South-Eastern Asia",1972,54890446,30821347,38.27,38.31,,,,,,
"Northern Africa and Western Asia",1972,33126612,18323448,8.41,8.7,,,,,,
"Western Asia",1972,16686302,9183750,0,0,,,,,,
"Northern Africa",1972,16440310,9139698,16.95,17.44,,,,,,
"Sub-Saharan Africa",1972,54313733,29500940,38.29,37.99,,,,,,
"Oceania",1972,3505413,1814509,79.8,78.85,11.2295064835363,5.38472932586326,5.87642008925884,3974,1969,2004
"Oceania (exc. Australia and New Zealand)",1972,707958,383759,0,0,,,,,,
"Australia and New Zealand",1972,2797455,1430750,100,100,11.2295064835363,5.38472932586326,5.87642008925884,3166,1547,1619
"Europe, Northern America, Australia and New Zealand",1972,153593257,79066403,94.45,94.4,11.0747553520925,4.72704231090484,6.37786146217245,170490,74979,95511
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1972,55598404,31205106,37.78,37.84,,,,,,
"World",1972,707975142,383281476,73.3,72.9,23.9036368180251,12.2925360365729,11.7556070041828,1713836,947225,766611
"Least developed countries",1973,62091715,33987708,41.69,41.96,,,,,,
"Landlocked developing countries",1973,33530315,18332857,15.8,15.79,,,,,,
"Small island developing States",1973,6377846,3497841,0.84,0.92,,,,,,
"Europe and Northern America",1973,152777950,78645115,94.37,94.44,11.0156810310288,4.66339628704516,6.38204675713461,168633,73571,95061
"Northern America",1973,43642620,23042933,100,100,12.4855777297276,5.42789540934821,7.09619975042854,54608,25148,29460
"Europe",1973,109135330,55602182,92.11,92.13,10.3765296755706,4.31932586182481,6.08348034774162,113449,48118,65331
"Latin America and the Caribbean",1973,59911262,32658998,3.49,3.42,,,,,,
"Central and Southern Asia",1973,157323942,86436785,88.78,88.81,49.198143842838,23.4824218860379,26.3341106531511,788351,410498,377853
"Central Asia",1973,6356289,3534209,0,0,,,,,,
"Southern Asia",1973,150967653,82902576,92.52,92.6,49.198143842838,23.4824218860379,26.3341106531511,756744,393798,362947
"Eastern and South-Eastern Asia",1973,264204780,142023451,82.96,82.21,11.1254760526898,7.20180151539073,3.95213704385041,301865,205197,96668
"Eastern Asia",1973,206896767,109958110,95.34,94.95,9.98790825576368,6.76021700948113,3.24965965072846,212234,149141,63094
"South-Eastern Asia",1973,57308013,32065341,38.24,38.54,,,,,,
"Northern Africa and Western Asia",1973,34279551,18869277,8.47,8.69,,,,,,
"Western Asia",1973,17259452,9447972,0,0,,,,,,
"Northern Africa",1973,17020099,9421305,17.06,17.41,,,,,,
"Sub-Saharan Africa",1973,55827957,30387772,38.09,37.85,,,,,,
"Oceania",1973,3569069,1860601,79.6,78.66,11.0844293293519,5.30148264343645,5.81376827753178,3995,1989,2005
"Oceania (exc. Australia and New Zealand)",1973,728256,396977,0,0,,,,,,
"Australia and New Zealand",1973,2840813,1463624,100,100,11.0844293293519,5.30148264343645,5.81376827753178,3174,1558,1616
"Europe, Northern America, Australia and New Zealand",1973,155618763,80108739,94.47,94.54,11.0170116529695,4.67573160142691,6.37106946236271,171808,75140,96667
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1973,58036269,32462318,37.76,38.07,,,,,,
"World",1973,727894511,390881999,73.1,72.5,23.0233766736772,11.8120562088059,11.3453321661251,1695799,927984,767814
"Least developed countries",1974,64105688,35089208,41.83,42.1,,,,,,
"Landlocked developing countries",1974,34644858,18948407,15.72,15.71,,,,,,
"Small island developing States",1974,6555721,3589310,0.87,0.93,,,,,,
"Europe and Northern America",1974,154528471,79445459,94.43,94.6,10.933655796418,4.60428504505702,6.35864777823303,169194,73352,95843
"Northern America",1974,44627571,23438046,100,100,12.1535828559811,5.27594880323281,6.91411255661675,54368,24856,29512
"Europe",1974,109900900,56007413,92.17,92.34,10.3945747010872,4.29973459613497,6.12115946607693,114340,48230,66110
"Latin America and the Caribbean",1974,61773778,33621746,3.46,3.39,,,,,,
"Central and Southern Asia",1974,162889504,88876642,92.66,92.66,46.217601578104,21.9707063853741,24.7915838012556,766351,394828,371524
"Central Asia",1974,6692662,3714111,0,0,,,,,,
"Southern Asia",1974,156196842,85162531,96.63,96.7,46.217601578104,21.9707063853741,24.7915838012556,735097,378398,356699
"Eastern and South-Eastern Asia",1974,267939032,140628256,82.53,81.33,10.9961525303688,7.09706742204468,3.92695497252754,300293,200200,100094
"Eastern Asia",1974,208246500,107349238,95.17,94.53,9.91638574568687,6.66713766870707,3.2710566620679,209699,143589,66111
"South-Eastern Asia",1974,59692532,33279018,38.43,38.78,,,,,,
"Northern Africa and Western Asia",1974,35502560,19450273,10.27,10.27,,,,,,
"Western Asia",1974,17839990,9712644,3.5,3.2,,,,,,
"Northern Africa",1974,17662570,9737629,17.11,17.32,,,,,,
"Sub-Saharan Africa",1974,57532572,31341071,40.2,39.95,,,,,,
"Oceania",1974,3648212,1910659,79.42,78.44,10.9852490765403,5.23051881289849,5.78498875616326,4044,2017,2027
"Oceania (exc. Australia and New Zealand)",1974,750712,411870,0,0,,,,,,
"Australia and New Zealand",1974,2897500,1498789,100,100,10.9852490765403,5.23051881289849,5.78498875616326,3203,1573,1630
"Europe, Northern America, Australia and New Zealand",1974,157425971,80944248,94.53,94.7,10.9347626156585,4.61653349993411,6.34753271313659,172397,74935,97463
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1974,60443244,33690888,37.95,38.3,,,,,,
"World",1974,743814129,395274106,73.9,73.1,22.4919540092641,11.5269397082622,11.0928812746456,1692593,915792,776802
"Least developed countries",1975,66073497,36171276,41.99,42.26,,,,,,
"Landlocked developing countries",1975,35781151,19601046,15.66,15.62,,,,,,
"Small island developing States",1975,6739124,3685116,0.89,0.95,,,,,,
"Europe and Northern America",1975,156017951,80025081,94.53,94.77,10.8526726557283,4.54955333939366,6.33192675484698,169597,72994,96602
"Northern America",1975,45579278,23730762,100,100,11.7645505485323,5.09994575987962,6.69876814283918,53785,24320,29465
"Europe",1975,110438673,56294319,92.28,92.57,10.443214134342,4.29881246502428,6.17092933727354,115444,48461,66984
"Latin America and the Caribbean",1975,63638337,34595550,3.42,3.36,,,,,,
"Central and Southern Asia",1975,168184594,91343642,92.63,92.57,43.6321967904638,20.6320125072008,23.4847213478397,745962,380735,365226
"Central Asia",1975,7010712,3900650,0,0,,,,,,
"Southern Asia",1975,161173882,87442992,96.66,96.7,43.6321967904638,20.6320125072008,23.4847213478397,715084,364527,350558
"Eastern and South-Eastern Asia",1975,268581202,136626962,81.96,80.16,10.8696666833308,6.98706838029816,3.90991716160207,294809,191496,103314
"Eastern Asia",1975,206607946,102183127,94.92,94.03,9.83248610382326,6.56196241100126,3.29212650318824,203399,134526,68872
"South-Eastern Asia",1975,61973256,34443835,38.76,39.03,,,,,,
"Northern Africa and Western Asia",1975,36725362,20034075,10.27,10.23,,,,,,
"Western Asia",1975,18444028,10001750,3.39,3.1,,,,,,
"Northern Africa",1975,18281334,10032325,17.21,17.34,,,,,,
"Sub-Saharan Africa",1975,59338963,32339066,40.12,39.84,,,,,,
"Oceania",1975,3728316,1960899,79.2,78.16,10.9626470870945,5.18685701195385,5.8059044714591,4118,2052,2066
"Oceania (exc. Australia and New Zealand)",1975,775448,428308,0,0,,,,,,
"Australia and New Zealand",1975,2952868,1532591,100,100,10.9626470870945,5.18685701195385,5.8059044714591,3249,1594,1655
"Europe, Northern America, Australia and New Zealand",1975,158970819,81557672,94.63,94.87,10.8550441336328,4.56218059505455,6.32170429524171,172846,74599,98248
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1975,62748704,34872143,38.28,38.55,,,,,,
"World",1975,756214725,396925275,73.5,72.4,21.7913523870605,11.1784235396566,10.7329058144087,1666292,891540,774752
"Least developed countries",1976,67991090,37186459,42.44,42.65,,,,,,
"Landlocked developing countries",1976,36907601,20255379,15.58,15.53,,,,,,
"Small island developing States",1976,6928393,3788622,0.91,0.96,,,,,,
"Europe and Northern America",1976,157428308,80475127,94.65,94.95,10.8065932812619,4.51559705712363,6.31953268734352,170526,72875,97651
"Northern America",1976,46440676,23963774,100,100,11.4430893637038,4.95290679974765,6.52248783832177,53348,23848,29500
"Europe",1976,110987632,56511353,92.4,92.81,10.5173309139396,4.31573198933366,6.22847937227783,116919,48860,68058
"Latin America and the Caribbean",1976,65509956,35565790,3.39,3.31,,,,,,
"Central and Southern Asia",1976,173370972,93733868,92.6,92.49,41.2217907325811,19.3938079444055,22.2596828013279,725525,367003,358522
"Central Asia",1976,7319136,4083869,0,0,,,,,,
"Southern Asia",1976,166051836,89649999,96.68,96.71,41.2217907325811,19.3938079444055,22.2596828013279,694955,351004,343951
"Eastern and South-Eastern Asia",1976,267826351,132400408,81.28,78.94,10.7522704098002,6.88277495286241,3.89631290178674,288481,182808,105673
"Eastern Asia",1976,203598160,96868345,94.6,93.47,9.74709734550794,6.45898942980432,3.30948383682388,196310,125535,70775
"South-Eastern Asia",1976,64228191,35532063,39.07,39.33,,,,,,
"Northern Africa and Western Asia",1976,37963473,20664026,10.14,10.11,,,,,,
"Western Asia",1976,19083699,10340054,3.28,3,,,,,,
"Northern Africa",1976,18879774,10323972,17.07,17.23,,,,,,
"Sub-Saharan Africa",1976,61208635,33377488,42.35,42.03,,,,,,
"Oceania",1976,3801994,2010795,78.9,77.84,10.9807836112908,5.15517129315146,5.85579997004333,4205,2090,2115
"Oceania (exc. Australia and New Zealand)",1976,802209,445542,0,0,,,,,,
"Australia and New Zealand",1976,2999785,1565253,100,100,10.9807836112908,5.15517129315146,5.85579997004333,3303,1617,1686
"Europe, Northern America, Australia and New Zealand",1976,160428093,82040380,94.75,95.05,10.8104095012435,4.52843908687092,6.31054734362292,173830,74502,99330
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1976,65030400,35977605,38.59,38.84,,,,,,
"World",1976,767109689,398227502,73.3,71.9,21.2009942547052,10.8694105267973,10.4451159815109,1643505,869578,773928
"Least developed countries",1977,69889896,38201529,42.53,42.65,,,,,,
"Landlocked developing countries",1977,38142249,20946021,15.47,15.4,,,,,,
"Small island developing States",1977,7124872,3901374,0.93,0.97,,,,,,
"Europe and Northern America",1977,158605197,80686059,94.75,95.08,10.8079324864643,4.50583890186232,6.33061833095036,172037,72935,99102
"Northern America",1977,47095975,24063220,100,100,11.3142354480681,4.89092831875686,6.45487747233481,53541,23639,29902
"Europe",1977,111509222,56622839,92.54,92.99,10.5766160524059,4.32980402254864,6.27397712123409,118291,49154,69138
"Latin America and the Caribbean",1977,67389012,36539182,3.35,3.27,,,,,,
"Central and Southern Asia",1977,178433259,96070898,92.53,92.41,38.9848552204248,18.2592407015235,21.1110869367503,705691,354040,351651
"Central Asia",1977,7697107,4274194,0,0,,,,,,
"Southern Asia",1977,170736152,91796704,96.7,96.71,38.9848552204248,18.2592407015235,21.1110869367503,675294,338271,337022
"Eastern and South-Eastern Asia",1977,269995928,131823026,84.6,82.59,10.8335557020353,6.79632047432872,4.06486132797516,292310,179764,112546
"Eastern Asia",1977,203537238,95280822,94.35,93.19,9.66601929481503,6.35183864698613,3.33536635675568,193767,121419,72348
"South-Eastern Asia",1977,66458690,36542204,54.74,54.96,17.3578220417393,8.75920978169848,8.6745948561571,116610,64362,52248
"Northern Africa and Western Asia",1977,39267272,21387878,9.96,9.92,,,,,,
"Western Asia",1977,19834182,10783888,3.15,2.89,,,,,,
"Northern Africa",1977,19433090,10603990,16.91,17.08,,,,,,
"Sub-Saharan Africa",1977,63114688,34456454,42.28,41.94,,,,,,
"Oceania",1977,3878404,2060850,78.55,77.5,10.9488547139897,5.09273238050423,5.88609865871946,4275,2117,2160
"Oceania (exc. Australia and New Zealand)",1977,832033,463626,0,0,,,,,,
"Australia and New Zealand",1977,3046371,1597224,100,100,10.9488547139897,5.09273238050423,5.88609865871946,3344,1631,1713
"Europe, Northern America, Australia and New Zealand",1977,161651568,82283283,94.85,95.18,10.8112831619994,4.51781191443756,6.3220330035889,175382,74575,100807
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1977,67290723,37005830,54.06,54.27,17.3578220417393,8.75920978169848,8.6745948561571,118102,65191,52911
"World",1977,780683760,403024347,74.3,72.9,20.4927111197383,10.4555215644095,10.1432424454502,1616408,846595,769813
"Least developed countries",1978,71751398,39177034,42.61,42.66,,,,,,
"Landlocked developing countries",1978,39282254,21535950,18.09,18,,,,,,
"Small island developing States",1978,7325381,4019508,0.95,0.98,,,,,,
"Europe and Northern America",1978,159538409,80631598,94.82,95.1,10.8415202226216,4.50623335605654,6.36396437510898,173799,72892,100906
"Northern America",1978,47478703,23981605,100,100,11.372875640125,4.91043703929556,6.49432859249538,54341,23652,30689
"Europe",1978,112059706,56649993,92.62,93.02,10.5989916285727,4.32222677305859,6.30401222593473,119245,49092,70153
"Latin America and the Caribbean",1978,69293085,37521663,4.81,4.72,,,,,,
"Central and Southern Asia",1978,183448167,98403287,92.47,92.35,36.9298922361977,17.2132355547735,20.0619884136862,686003,341506,344497
"Central Asia",1978,8060501,4438071,0,0,,,,,,
"Southern Asia",1978,175387666,93965216,96.72,96.71,36.9298922361977,17.2132355547735,20.0619884136862,655870,326072,329797
"Eastern and South-Eastern Asia",1978,278787670,138901570,84.62,83.15,10.7246030830971,6.66578884884514,4.08605098735928,300260,185749,114512
"Eastern Asia",1978,210063787,101339747,94.32,93.55,9.62823097171661,6.27281142718607,3.37660032161305,201076,127521,73555
"South-Eastern Asia",1978,68723883,37561823,54.98,55.07,16.7570387394731,8.46492224939188,8.36290785485137,116344,63919,52426
"Northern Africa and Western Asia",1978,40682996,22183515,9.93,9.9,,,,,,
"Western Asia",1978,20588372,11235888,3.04,2.79,,,,,,
"Northern Africa",1978,20094624,10947627,17,17.18,,,,,,
"Sub-Saharan Africa",1978,65045752,35520912,42.29,41.96,,,,,,
"Oceania",1978,3954922,2100096,78.18,77.12,10.7920371268566,4.97063812645747,5.85047961744364,4296,2104,2192
"Oceania (exc. Australia and New Zealand)",1978,862941,480597,0,0,,,,,,
"Australia and New Zealand",1978,3091981,1619499,100,100,10.7920371268566,4.97063812645747,5.85047961744364,3344,1613,1731
"Europe, Northern America, Australia and New Zealand",1978,162630390,82251097,94.92,95.19,10.8411747536241,4.51584137082479,6.35402716152668,177142,74513,102628
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1978,69586824,38042420,54.29,54.37,16.7570387394731,8.46492224939188,8.36290785485137,117838,64749,53090
"World",1978,800751001,415262641,74.3,73.1,19.9168748588945,10.0617176494238,9.95532487749631,1610174,839203,770971
"Least developed countries",1979,73893513,40268473,42.6,42.57,,,,,,
"Landlocked developing countries",1979,40404054,22053181,18.07,18.05,,,,,,
"Small island developing States",1979,7526666,4136655,0.96,0.99,,,,,,
"Europe and Northern America",1979,160040713,80297753,94.88,95.09,10.8000737906362,4.47217998395044,6.35632041562002,173805,72059,101746
"Northern America",1979,47634822,23782192,100,100,11.3535676683643,4.89648743352689,6.48885282113407,54517,23390,31127
"Europe",1979,112405891,56515561,92.71,93.02,10.5483207128431,4.28017110396592,6.29509368697287,119067,48516,70551
"Latin America and the Caribbean",1979,71182764,38479189,9.44,9.34,,,,,,
"Central and Southern Asia",1979,188006144,100590956,92.41,92.33,35.0052620279453,16.2417636237477,19.0732821443146,666381,329236,337147
"Central Asia",1979,8382377,4564096,0,0,,,,,,
"Southern Asia",1979,179623767,96026860,96.73,96.72,35.0052620279453,16.2417636237477,19.0732821443146,636414,314376,322038
"Eastern and South-Eastern Asia",1979,289015042,150362573,84.74,84.17,10.6288132606762,6.54798710431494,4.10772347671493,311551,197494,114057
"Eastern Asia",1979,218093674,111822132,94.37,94.18,9.59000336603633,6.21205719568277,3.39906133377053,211713,139340,72373
"South-Eastern Asia",1979,70921368,38540441,55.15,55.14,16.2302633076818,8.21105211082057,8.08560250033896,116232,63607,52627
"Northern Africa and Western Asia",1979,42104461,22930874,9.94,9.93,,,,,,
"Western Asia",1979,21301288,11614892,2.96,2.74,,,,,,
"Northern Africa",1979,20803173,11315982,17.09,17.32,,,,,,
"Sub-Saharan Africa",1979,67210694,36680089,42.33,42.01,,,,,,
"Oceania",1979,4022786,2122957,77.76,76.6,10.5034915634117,4.78223939479365,5.74874403883124,4252,2047,2206
"Oceania (exc. Australia and New Zealand)",1979,894608,496865,0,0,,,,,,
"Australia and New Zealand",1979,3128178,1626092,100,100,10.5034915634117,4.78223939479365,5.74874403883124,3293,1559,1734
"Europe, Northern America, Australia and New Zealand",1979,163168891,81923845,94.98,95.18,10.7947022559722,4.4786466056481,6.34447029065598,177093,73623,103470
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1979,71815976,39037306,54.46,54.44,16.2302633076818,8.21105211082057,8.08560250033896,117734,64439,53294
"World",1979,821582604,431464391,74.6,73.9,19.3316793426452,9.63331118765578,9.79270432310269,1602289,834665,767623
"Least developed countries",1980,75930797,41293666,45.45,45.4,,,,,,
"Landlocked developing countries",1980,41404240,22344777,23.13,23.34,,,,,,
"Small island developing States",1980,7724885,4241685,0.98,1.01,,,,,,
"Europe and Northern America",1980,159893328,79513847,94.93,95.05,10.5882162199097,4.36576162928302,6.24973946336881,170541,69643,100898
"Northern America",1980,47521536,23401953,100,100,11.0082120813144,4.74047740614718,6.29758824997947,52847,22289,30558
"Europe",1980,112371792,56111894,92.78,92.99,10.3990891452553,4.19765066970583,6.22757967956216,117526,47220,70307
"Latin America and the Caribbean",1980,73024251,39373859,9.42,9.33,,,,,,
"Central and Southern Asia",1980,192783135,102670033,92.73,92.82,33.1270062195587,15.3118900019389,18.0921410919188,645176,316513,328663
"Central Asia",1980,8765307,4573744,8.67,9.03,,,,,,
"Southern Asia",1980,184017828,98096289,96.74,96.72,33.2132698426641,15.3573290628173,18.1344373008449,617468,303318,314150
"Eastern and South-Eastern Asia",1980,297192107,162381049,84.77,85.1,10.5401796331711,6.41951409946575,4.14728911465148,321115,209116,111998
"Eastern Asia",1980,224168049,122926810,94.42,94.73,9.54110557753474,6.13012789179168,3.43201638511048,220787,151168,69620
"South-Eastern Asia",1980,73024058,39454239,55.15,55.1,15.7198444851876,7.96818371113386,7.81392355242424,115921,63195,52726
"Northern Africa and Western Asia",1980,43408978,23582599,19.06,19.29,,,,,,
"Western Asia",1980,21911653,11902760,2.91,2.73,,,,,,
"Northern Africa",1980,21497325,11679839,35.53,36.18,,,,,,
"Sub-Saharan Africa",1980,69366253,37835199,46.19,45.92,,,,,,
"Oceania",1980,4081683,2131289,77.28,75.95,10.104962434349,4.55186054603219,5.57849441695966,4154,1958,2196
"Oceania (exc. Australia and New Zealand)",1980,927415,512568,0,0,,,,,,
"Australia and New Zealand",1980,3154268,1618721,100,100,10.104962434349,4.55186054603219,5.57849441695966,3199,1479,1720
"Europe, Northern America, Australia and New Zealand",1980,163047596,81132568,95.02,95.15,10.578897622353,4.36966422219974,6.23648474441316,173732,71125,102608
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1980,73951473,39966807,54.46,54.39,15.7198444851876,7.96818371113386,7.81392355242424,117427,64029,53398
"World",1980,839749735,447487875,75.4,75.1,18.8749464829843,9.26143483402099,9.70337885994444,1596436,832136,764299
"Least developed countries",1981,77619350,42159686,45.38,45.25,,,,,,
"Landlocked developing countries",1981,42183559,22665950,22.95,23.18,,,,,,
"Small island developing States",1981,7928201,4330765,1,1.03,,,,,,
"Europe and Northern America",1981,159332091,78292961,95.61,95.63,10.2456738479769,4.20312043307494,6.06805819428742,164924,66141,98783
"Northern America",1981,47162385,22804971,100,100,10.4315443796386,4.48564720867067,5.97268854466663,49867,20588,29279
"Europe",1981,112169706,55487990,93.77,93.84,10.1662132271366,4.07935130350497,6.11179407877361,114994,45467,69526
"Latin America and the Caribbean",1981,74801892,40187895,9.4,9.33,,,,,,
"Central and Southern Asia",1981,197064377,104600666,92.77,92.87,31.4309924746775,14.4949096592936,17.1851804535366,625151,305038,320113
"Central Asia",1981,8886336,4595749,8.77,9.07,,,,,,
"Southern Asia",1981,188178041,100004917,96.74,96.72,31.5126853156483,14.5373077706937,17.2257942170829,598521,292505,306016
"Eastern and South-Eastern Asia",1981,305408489,174724178,88.51,89.4,10.7383185097869,6.30646992073316,4.45997528906144,337826,221063,116764
"Eastern Asia",1981,230304301,134326906,94.49,95.15,9.4945764145814,6.04621399876761,3.46933878051502,229651,162939,66711
"South-Eastern Asia",1981,75104188,40397272,70.2,70.3,15.5249358733248,7.47688205529013,8.1086814730325,117160,60658,56502
"Northern Africa and Western Asia",1981,44808868,24292982,19.14,19.38,,,,,,
"Western Asia",1981,22557415,12230178,2.87,2.71,,,,,,
"Northern Africa",1981,22251453,12062804,35.63,36.28,,,,,,
"Sub-Saharan Africa",1981,71675387,39074170,46.25,45.98,,,,,,
"Oceania",1981,4133275,2129721,76.82,75.28,9.69145573621988,4.32217337174021,5.39259007370084,4043,1857,2186
"Oceania (exc. Australia and New Zealand)",1981,957930,526363,0,0,,,,,,
"Australia and New Zealand",1981,3175345,1603358,100,100,9.69145573621988,4.32217337174021,5.39259007370084,3098,1392,1706
"Europe, Northern America, Australia and New Zealand",1981,162507436,79896319,95.7,95.72,10.234781588215,4.20561659538488,6.05462843867069,168015,67534,100480
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1981,76062118,40923635,69.32,69.4,15.5249358733248,7.47688205529013,8.1086814730325,118682,61459,57224
"World",1981,857224379,463302573,76.7,76.9,18.2945033678352,8.8301104706063,9.5487090530187,1576210,821185,755027
"Least developed countries",1982,79565484,43221299,53.59,53.66,37.4852036557942,15.6978645424418,22.1348083362884,299123,136602,162520
"Landlocked developing countries",1982,42914698,22977490,41.67,42.63,,,,,,
"Small island developing States",1982,8135679,4397190,1.01,1.05,,,,,,
"Europe and Northern America",1982,158591037,77146523,95.57,95.46,9.8825834552323,4.03705849220886,5.86921934482208,158527,62507,96021
"Northern America",1982,46652235,22159688,100,100,9.8767800271764,4.24306959482975,5.65771651727721,46808,18924,27884
"Europe",1982,111938802,54986835,93.73,93.63,9.89097194550925,3.94837636264272,5.96615219717789,111719,43520,68199
"Latin America and the Caribbean",1982,76366130,40803152,9.42,9.39,,,,,,
"Central and Southern Asia",1982,201424197,106603104,92.83,92.94,29.8307464956555,13.7382786939983,16.3166302148965,606532,294757,311776
"Central Asia",1982,8974231,4606341,8.86,9.09,,,,,,
"Southern Asia",1982,192449966,101996763,96.75,96.73,29.9078336304318,13.7777330145891,16.3554415224752,580978,282842,298135
"Eastern and South-Eastern Asia",1982,312285379,182131453,88.51,89.63,10.6462432706919,6.19107119467448,4.48292619122776,343123,226209,116914
"Eastern Asia",1982,235202110,140841874,94.5,95.3,9.42476507681766,5.94703743816785,3.49853354864224,234164,168027,66138
"South-Eastern Asia",1982,77083269,41289579,70.2,70.29,15.1905787197155,7.31883103987647,7.9297844322815,117697,60691,57006
"Northern Africa and Western Asia",1982,46162862,24934821,19.22,19.48,,,,,,
"Western Asia",1982,23196585,12517345,2.83,2.71,,,,,,
"Northern Africa",1982,22966277,12417476,35.78,36.38,,,,,,
"Sub-Saharan Africa",1982,74100134,40373617,57.38,57.39,41.9175101861674,18.7725265027016,23.5877860216982,314563,153144,161419
"Oceania",1982,4182124,2126501,76.46,74.73,9.37217698681048,4.14141861327471,5.25251122127397,3961,1777,2184
"Oceania (exc. Australia and New Zealand)",1982,984645,537349,0,0,,,,,,
"Australia and New Zealand",1982,3197479,1589152,100,100,9.37217698681048,4.14141861327471,5.25251122127397,3023,1323,1700
"Europe, Northern America, Australia and New Zealand",1982,161788516,78735675,95.66,95.55,9.87235817059007,4.03926298125014,5.85675215149579,161543,63831,97713
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1982,78067914,41826928,69.32,69.39,15.1905787197155,7.31883103987647,7.9297844322815,119225,61489,57737
"World",1982,873111863,474119171,77.5,77.9,18.0808662513631,8.61466786303616,9.5484551581193,1585437,820063,765374
"Least developed countries",1983,81933792,44511786,57.02,57.17,37.0899578637732,15.5619140081909,21.8683573521977,305052,139576,165474
"Landlocked developing countries",1983,43903991,23440356,48.37,49.62,,,,,,
"Small island developing States",1983,8307109,4431140,1.02,1.08,,,,,,
"Europe and Northern America",1983,157332279,75831170,95.44,95.13,9.52610991468983,3.88375407497229,5.66435480075702,151912,59167,92745
"Northern America",1983,45982239,21512322,100,100,9.49232251850951,4.0795513439881,5.43494330478502,44438,17670,26768
"Europe",1983,111350040,54318848,93.55,93.2,9.54778778908139,3.80053980815796,5.76917395620413,107482,41435,66047
"Latin America and the Caribbean",1983,77817663,41316925,11.31,11.37,,,,,,
"Central and Southern Asia",1983,205595648,108655067,92.9,93.01,28.4878153259756,13.0871228760668,15.6049159017861,591004,286148,304856
"Central Asia",1983,9039230,4619747,8.95,9.08,,,,,,
"Southern Asia",1983,196556418,104035320,96.76,96.73,28.5608365428406,13.123900370457,15.6422231505844,566420,274759,291662
"Eastern and South-Eastern Asia",1983,320854523,183570360,88.59,89.54,10.475052183844,6.05746290557237,4.44451174329,345362,223074,122288
"Eastern Asia",1983,241898827,141513041,94.59,95.26,9.32268168363382,5.81525465885845,3.527942911226,236026,165073,70954
"South-Eastern Asia",1983,78955696,42057319,70.21,70.27,14.8724791001202,7.16154807507962,7.7665515573965,118096,60505,57591
"Northern Africa and Western Asia",1983,47590376,25561848,19.28,19.55,,,,,,
"Western Asia",1983,23934621,12814223,2.78,2.71,,,,,,
"Northern Africa",1983,23655755,12747625,35.96,36.47,,,,,,
"Sub-Saharan Africa",1983,76629876,41718029,61.04,61.2,41.1772666565038,18.2268419164778,23.3765045938172,318836,153453,165384
"Oceania",1983,4229426,2130440,76.15,74.36,9.20697883338672,4.03500786684789,5.1929244575771,3931,1732,2199
"Oceania (exc. Australia and New Zealand)",1983,1008837,546285,0,0,,,,,,
"Australia and New Zealand",1983,3220589,1584155,100,100,9.20697883338672,4.03500786684789,5.1929244575771,2989,1284,1705
"Europe, Northern America, Australia and New Zealand",1983,160552868,77415325,95.53,95.23,9.5196965756047,3.88700455685657,5.65467175362201,154897,60453,94443
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1983,79964533,42603604,69.33,69.37,14.8724791001202,7.16154807507962,7.7665515573965,119626,61297,58329
"World",1983,890049791,478783839,77.9,78.2,17.6024011653371,8.40106043303887,9.27929666435143,1574197,807538,766660
"Least developed countries",1984,84317887,45856937,64.57,64.73,36.3616578832969,15.6339523906507,21.0569081928273,308438,144517,163920
"Landlocked developing countries",1984,44813587,23903671,61.06,62.57,42.1605230015982,17.6115898026221,24.9890297403282,190910,84944,105967
"Small island developing States",1984,8447456,4444861,1.04,1.1,,,,,,
"Europe and Northern America",1984,155934402,74612049,95.3,94.8,9.17562946922668,3.75046503353498,5.44558792278313,145122,56170,88952
"Northern America",1984,45334907,20971591,100,100,9.32690072974884,4.01498521731649,5.33332874851682,43100,16951,26149
"Europe",1984,110599495,53640458,93.38,92.77,9.11566483112436,3.63896982453173,5.49669732228296,101969,39134,62836
"Latin America and the Caribbean",1984,79196302,41789426,45.59,44.89,,,,,,
