"UNCode","CountryName","Code","ISO3Code","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion2","MDGRegion3","MDGRegion4","MDGRegion5","UNICEFRegion1","UNICEFRegion2","UNICEFRegion3","UNICEFRegion4","UNICEFRegion5","UNICEFRegion6","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","UNPDRegion1","UNPDRegion2","UNPDRegion3","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","USAIDcountry","M49Region1","M49Region2","M49Region3","UNICEFCountry","pop01950","pop01951","pop01952","pop01953","pop01954","pop01955","pop01956","pop01957","pop01958","pop01959","pop01960","pop01961","pop01962","pop01963","pop01964","pop01965","pop01966","pop01967","pop01968","pop01969","pop01970","pop01971","pop01972","pop01973","pop01974","pop01975","pop01976","pop01977","pop01978","pop01979","pop01980","pop01981","pop01982","pop01983","pop01984","pop01985","pop01986","pop01987","pop01988","pop01989","pop01990","pop01991","pop01992","pop01993","pop01994","pop01995","pop01996","pop01997","pop01998","pop01999","pop02000","pop02001","pop02002","pop02003","pop02004","pop02005","pop02006","pop02007","pop02008","pop02009","pop02010","pop02011","pop02012","pop02013","pop02014","pop02015","pop02016","pop02017","pop02018","pop02019","pop02020","pop02021","pop02022","pop02023","pop02024","pop02025","pop02026","pop02027","pop02028","pop02029","pop02030","pop02031","pop02032","pop02033","pop02034","pop02035","pop02036","pop02037","pop02038","pop02039","pop02040","pop02041","pop02042","pop02043","pop02044","pop02045","pop02046","pop02047","pop02048","pop02049","pop02050","pop1to41950","pop1to41951","pop1to41952","pop1to41953","pop1to41954","pop1to41955","pop1to41956","pop1to41957","pop1to41958","pop1to41959","pop1to41960","pop1to41961","pop1to41962","pop1to41963","pop1to41964","pop1to41965","pop1to41966","pop1to41967","pop1to41968","pop1to41969","pop1to41970","pop1to41971","pop1to41972","pop1to41973","pop1to41974","pop1to41975","pop1to41976","pop1to41977","pop1to41978","pop1to41979","pop1to41980","pop1to41981","pop1to41982","pop1to41983","pop1to41984","pop1to41985","pop1to41986","pop1to41987","pop1to41988","pop1to41989","pop1to41990","pop1to41991","pop1to41992","pop1to41993","pop1to41994","pop1to41995","pop1to41996","pop1to41997","pop1to41998","pop1to41999","pop1to42000","pop1to42001","pop1to42002","pop1to42003","pop1to42004","pop1to42005","pop1to42006","pop1to42007","pop1to42008","pop1to42009","pop1to42010","pop1to42011","pop1to42012","pop1to42013","pop1to42014","pop1to42015","pop1to42016","pop1to42017","pop1to42018","pop1to42019","pop1to42020","pop1to42021","pop1to42022","pop1to42023","pop1to42024","pop1to42025","pop1to42026","pop1to42027","pop1to42028","pop1to42029","pop1to42030","pop1to42031","pop1to42032","pop1to42033","pop1to42034","pop1to42035","pop1to42036","pop1to42037","pop1to42038","pop1to42039","pop1to42040","pop1to42041","pop1to42042","pop1to42043","pop1to42044","pop1to42045","pop1to42046","pop1to42047","pop1to42048","pop1to42049","pop1to42050"
682,"Saudi Arabia",63,"SAU","SDA","Western Asia","Western Asia","Developing regions","","","","Middle East and North Africa","Middle East and North Africa","","Developing countries","","Middle East","Eastern Mediterranean","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","OIC","Arab","OIC High income: nonOECD","OIC High income","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","Western Asia","",1,61700,60489,60534,61498,63177,65430,68042,70957,74125,77500,81024,83893,86922,90084,93370,96818,99945,103358,107288,112041,117847,123093,129487,136924,145205,154139,161017,168404,176694,186547,198406,210734,224672,238844,251285,260453,268144,272503,274127,274275,274161,277456,280304,282828,284814,285946,286381,286365,286036,285620,285388,281499,277896,275299,274740,276890,283155,291961,301736,310319,316128,318959,319007,316756,313170,309138,306797,303861,300868,298391,296747,296852,297870,299288,300328,300441,299575,297833,295670,293763,292602,292723,293531,294744,295945,296809,297632,298119,298236,297968,297314,296609,295494,294028,292296,290386,288690,286843,284871,282784,280601,210961,219305,223688,227301,231526,236972,242464,249086,256617,265175,275429,289346,301847,313764,326042,339534,354125,367903,382100,398137,417342,434970,454946,477700,504097,536012,570595,604748,641014,681315,724954,754450,793297,836370,878365,917769,973612,1018890,1056060,1085823,1104095,1105894,1109109,1109919,1106944,1103666,1113576,1118582,1122194,1127655,1135536,1133736,1131083,1127762,1125984,1128961,1130956,1143585,1164209,1187396,1209262,1241010,1265252,1282859,1294727,1298518,1284294,1273321,1262820,1250554,1235977,1218744,1207564,1200354,1194639,1188509,1190411,1187893,1182436,1176949,1173714,1172550,1172401,1173382,1174656,1175821,1180050,1183110,1185061,1186131,1186473,1188181,1187909,1185960,1182627,1178142,1172879,1167068,1160639,1153411,1145234
686,"Senegal",38,"SEN","SEN","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Lower middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Lower middle income","OIC Middle income","Countdown","West Africa","Africa","Western Africa","Non-fragile","Non-fragile","Non-fragile","USAID","Africa","Western Africa","",1,47034,51518,55213,58259,60723,62649,63462,64200,64983,65978,67372,68996,71177,73755,76502,79246,81278,83358,85617,88226,91283,94395,97977,101769,105421,108670,111705,114470,117039,119566,122186,123955,125922,128184,130877,134078,137300,141064,145124,149159,152919,156024,158954,161682,164225,166645,169461,172216,175184,178703,182978,187503,192894,198820,204811,210548,215248,219679,224430,230332,237894,247099,257900,268894,278227,284627,286904,286482,284758,283780,285095,289833,296733,304945,313150,320335,325987,330712,334921,339221,344077,349669,355733,362127,368628,375068,381506,387898,394159,400209,405984,411545,416811,421844,426748,431599,436636,441620,446465,451046,455283,160014,164612,171790,179111,186349,194339,207448,215742,221334,226403,232843,239788,246117,252529,259169,266419,275884,283281,289565,296305,305145,318473,329996,340497,350638,361559,380377,394120,404818,414925,426809,441601,453113,462943,472853,484668,498087,510712,523240,535942,549297,566586,580754,592629,603143,613173,626534,637061,646134,655775,668215,684667,701100,718194,736273,756141,782777,805165,825628,847851,874956,902557,934492,969406,1003408,1033810,1070660,1095539,1111652,1124953,1139665,1144083,1156658,1175402,1195678,1214216,1237094,1257638,1276252,1295116,1315801,1338248,1360798,1383839,1407252,1431158,1457071,1482480,1507468,1532117,1556558,1582359,1606534,1629426,1651487,1673079,1694255,1715029,1735302,1754741,1773134
688,"Serbia",156,"SRB","YUGC","Developed regions","Developed regions","Developed regions","","","","CEE/CIS","CEE/CIS","","","","","Europe","Upper middle income","Europe and Central Asia","Middle income","Low and middle income","Europe","","More developed regions","More developed regions","","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Europe","Southern Europe","",1,98935,94095,90425,86904,83077,78802,74339,69814,65814,63060,62175,63624,66814,70844,74438,76672,76918,75813,73981,72367,71678,72080,73320,75079,76876,78347,79436,80245,80717,80809,80518,79822,78699,77384,76208,75394,75237,75458,75751,75668,74901,72943,70288,67331,64689,62816,63008,63959,65123,65735,65286,63111,59968,56349,52969,50363,48451,47307,46767,46551,46444,46509,46706,46948,47126,47166,46932,46524,46003,45477,45022,44657,44353,44092,43843,43579,43302,43014,42711,42391,42053,41692,41311,40909,40485,40038,39556,39062,38565,38092,37656,37256,36897,36580,36304,36069,35860,35687,35537,35395,35250,282165,319937,338967,348118,349378,345564,337003,327239,317349,307998,298528,280240,271821,270031,270498,270188,279138,282144,281074,279880,281504,283306,286205,290416,294915,299132,304325,308802,312466,315335,317339,319334,319492,318231,316286,314140,309681,306902,305222,303515,301153,301035,297817,292145,285447,278449,268588,262880,259939,257167,252827,250983,245566,237461,229090,222502,214354,208029,203601,200055,196350,191846,188817,186646,184954,183620,184397,184072,183051,181953,181223,180588,179802,178978,178066,177062,175855,174687,173505,172270,170951,169632,168203,166678,165082,163436,161859,160112,158258,156380,154566,152747,150998,149335,147780,146371,145183,144053,142992,142026,141185
690,"Seychelles",19,"SYC","SEY","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","High income: nonOECD","","High income","","Africa","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","Eastern Africa","Africa","Eastern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Eastern Africa","",1,493,624,723,788,821,823,792,750,707,674,665,683,727,785,842,883,897,899,889,881,878,879,885,895,904,910,914,916,917,915,912,917,921,922,919,908,892,870,846,827,820,811,816,825,829,823,803,772,741,721,720,739,778,826,870,902,917,920,913,903,894,889,885,878,865,846,819,785,750,721,700,693,695,701,707,709,705,695,682,672,664,661,660,661,665,667,668,668,668,666,665,662,658,653,647,640,632,623,614,605,597,1779,1804,1949,2100,2222,2337,2617,2743,2785,2813,2862,2774,2775,2840,2915,2977,3157,3250,3287,3310,3356,3391,3413,3423,3425,3431,3501,3535,3545,3543,3535,3536,3532,3520,3489,3450,3515,3507,3458,3414,3406,3324,3295,3303,3308,3281,3270,3215,3134,3063,3035,2945,2944,3010,3090,3132,3180,3190,3155,3105,3096,3264,3350,3398,3430,3447,3431,3390,3329,3256,3177,3042,2954,2900,2855,2805,2790,2759,2715,2673,2645,2635,2624,2615,2607,2603,2616,2622,2622,2622,2622,2627,2626,2618,2605,2588,2571,2547,2518,2488,2455
694,"Sierra Leone",39,"SLE","SRL","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","West Africa","Least developed countries","","West and Central Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Fragile","Fragile","Fragile","","Africa","Western Africa","",1,35486,33850,32921,32598,32806,33478,34309,35383,36571,37735,38740,39134,39367,39525,39756,40178,40542,41128,41944,42998,44281,45463,46908,48527,50209,51870,53216,54574,55968,57447,59049,60541,62095,63783,65696,67854,70122,72669,74950,76279,76269,76278,75128,73482,72184,71829,70926,70989,72140,74498,78086,80490,84126,88274,92044,94844,97825,99829,101055,101818,102345,102529,102458,102344,102472,103051,104202,105835,107689,109385,110647,111214,111389,111323,111255,111365,111641,112092,112655,113239,113768,114153,114506,114813,115073,115277,115372,115418,115424,115404,115373,115311,115242,115170,115096,115019,114950,114887,114805,114671,114464,119914,122135,121029,119009,117555,117557,118484,119482,120556,121799,123690,129266,132099,133230,134079,135992,139898,142265,143973,145917,149158,154840,159525,163865,168426,173840,181817,188027,193236,198353,204276,211717,217822,223339,229274,236684,246193,255345,263675,269387,270549,272668,270787,265811,260484,258136,258258,257586,258236,262615,273311,286865,300850,315653,329927,341766,354146,363693,370434,375356,379971,387246,391809,394708,397205,400233,402128,405182,409138,413180,416839,422721,426380,428445,430063,432174,434469,436343,438073,439694,441363,443781,445517,446786,447866,449046,451080,452202,452717,452972,453306,454213,454477,454327,454002,453759,454151,454050,453616,452995,452364
702,"Singapore",101,"SGP","SIN","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","High income: nonOECD","","High income","","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,19102,21028,22819,24607,26429,28255,30146,31819,33066,33666,33441,32638,31085,29079,27037,25279,23905,22800,22045,21696,21763,22381,23451,24597,25301,25213,24017,22057,19851,18134,17431,17895,19383,21407,23250,24414,24645,24171,23483,23280,24021,25843,28571,31481,33580,34199,32968,30350,27046,24041,22042,21214,21387,22234,23250,24071,24669,25096,25411,25722,26098,26615,27140,27602,27899,27962,27892,27595,27159,26721,26378,26341,26399,26513,26628,26695,26751,26769,26737,26646,26491,26311,26065,25779,25490,25222,25035,24876,24730,24586,24431,24313,24185,24054,23924,23800,23721,23643,23565,23481,23391,65798,69769,74655,80066,86252,93243,100953,108170,114467,119281,122357,126848,127908,126337,123429,120209,113946,109026,105302,102249,99222,94568,92503,91988,91635,90580,93068,91872,88350,84953,83500,79829,79545,81914,84820,86597,89786,91090,91014,91529,94362,96866,102199,109646,116522,120338,125805,125417,120327,114084,110359,106174,104517,105627,107755,108678,106796,106379,106488,106759,107007,107648,108518,109432,110197,110721,112476,113133,112984,112445,111762,110490,109728,109301,108900,108373,108339,108238,108047,107795,107487,107582,107275,106690,105971,105214,104380,103611,102879,102110,101271,100611,99931,99232,98545,97889,97521,97098,96638,96168,95715
703,"Slovakia",166,"SVK","SLK","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Eastern Europe","",1,41190,46590,50562,52995,53868,53246,51307,48613,45616,42883,40960,40426,40901,41923,42788,42993,42358,41112,39739,38921,39127,40561,42924,45741,48337,50216,51177,51470,51150,50364,49268,47941,46281,44543,43059,42052,41731,41886,42260,42467,42226,41391,40158,38583,36765,34810,32659,30391,28240,26505,25396,25019,25265,25965,26868,27769,28617,29455,30168,30619,30722,30374,29653,28758,27982,27532,27538,27866,28343,28715,28795,28533,27998,27283,26536,25867,25327,24861,24457,24078,23705,23352,23020,22727,22504,22370,22345,22402,22515,22651,22783,22906,23017,23111,23179,23220,23232,23210,23154,23068,22961,148169,155020,165755,175865,183409,188461,197228,199599,198032,194986,191897,183211,178417,176413,174635,171227,169833,166633,162181,158502,157192,156480,158557,162918,168144,173413,182838,189300,193440,196197,198113,198603,197478,195185,192203,188800,181662,177304,174706,172390,169336,167952,165034,160842,156030,151053,146245,140153,133421,126862,121084,113768,109119,106573,105223,104482,105949,107511,109099,110735,112464,116037,117529,117644,117346,117308,115354,114783,115138,115476,115115,115044,114274,112863,111203,109523,107380,105386,103528,101674,99735,97797,96009,94359,92896,91659,90673,89986,89564,89345,89310,89821,90232,90587,90946,91359,91951,92341,92584,92709,92732
704,"Vietnam",102,"VNM","SVN","South-eastern Asia","South-eastern Asia","Developing regions","","","","East Asia and Pacific","East Asia and Pacific","Asia","Developing countries","","","Western Pacific","Lower middle income","East Asia and Pacific","Middle income","Low and middle income","Asia","","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","","Asia","South-Eastern Asia","",1,351362,421188,477340,522028,556630,581971,595975,605962,613194,619449,626858,637649,651233,666489,681605,695136,706671,716704,726176,736267,747713,763940,781535,798662,812831,822439,824055,821565,818223,818558,825777,840316,861208,885587,909305,929121,942365,950837,955823,959447,962952,969147,976192,977193,963102,928535,867245,787091,702558,634033,596190,598720,631369,682415,734427,774474,796471,806795,808776,808205,809498,812525,816455,819705,820183,816544,809051,797976,784653,770934,758188,747907,738735,730174,721303,711495,700905,689561,678603,669536,663378,661141,661709,664113,666936,669109,670683,671520,671794,671873,672011,672831,673558,673887,673453,672025,670091,667164,663468,659335,655020,1184127,1251531,1372951,1503064,1631071,1761303,1945144,2076279,2175165,2260729,2346910,2409225,2472914,2538401,2599121,2650528,2692826,2734490,2773752,2811772,2848940,2889502,2935177,2984006,3031172,3073820,3131890,3167109,3187682,3208503,3241300,3258637,3297139,3352197,3412646,3470984,3548390,3609019,3655440,3696251,3737878,3775974,3809724,3833572,3828997,3783477,3749234,3632150,3458574,3277721,3122913,2863133,2732016,2697293,2699883,2700433,2800386,2862612,2896624,2932152,2990876,3077264,3141824,3193833,3233533,3262020,3272731,3272527,3261975,3241838,3211260,3151132,3102126,3058970,3014881,2964512,2914489,2864014,2813497,2766747,2726556,2692599,2667286,2649633,2637143,2628852,2639015,2644061,2646161,2648636,2654077,2665362,2674023,2680803,2685268,2687208,2688219,2686121,2681070,2673332,2662780
705,"Slovenia",190,"SVN","SLV","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Southern Europe","",1,16922,16118,15656,15357,15116,14868,14568,14248,13962,13791,13800,14057,14466,14912,15229,15306,14987,14438,13801,13293,13070,13203,13606,14172,14742,15195,15488,15668,15729,15679,15522,15162,14685,14144,13616,13167,12917,12755,12612,12381,11990,11452,10763,10036,9423,9032,8886,8965,9176,9373,9460,9381,9190,8981,8894,9020,9346,9865,10475,11020,11390,11635,11706,11635,11474,11271,11026,10732,10427,10156,9950,9845,9816,9825,9813,9739,9592,9387,9161,8961,8826,8774,8784,8839,8920,9009,9112,9221,9331,9439,9542,9646,9739,9813,9864,9887,9895,9870,9821,9756,9680,58478,61474,62689,63263,63355,63105,62058,61162,60366,59633,58801,57045,56269,56069,55988,55813,57082,57130,56423,55720,55535,54690,54726,55471,56426,57240,58485,59436,60085,60592,61130,61807,61870,61524,60901,59928,57541,55842,54471,52953,51039,49761,47921,45746,43693,42032,39853,38535,37874,37433,36904,36975,36670,36163,35882,36165,36366,37206,38530,39945,41150,42960,44226,45023,45541,45876,45777,45493,45055,44486,43798,42480,41607,41019,40477,39807,39377,38763,38021,37310,36740,36190,35808,35589,35472,35433,35612,35832,36091,36397,36759,37299,37775,38197,38565,38887,39218,39435,39554,39591,39546
706,"Somalia",11,"SOM","SOM","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","Least developed countries","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Eastern Mediterranean","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","OIC","Arab","OIC Low income","","Countdown","Eastern Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","","Africa","Eastern Africa","",1,46531,46231,46307,46687,47348,48270,49175,50289,51566,52946,54372,55472,56621,57846,59192,60690,62204,64113,66061,67590,68491,67803,66457,66083,68710,75612,82794,94104,106572,116172,120367,126923,128128,126129,123988,123726,124033,126243,129426,132207,133723,133440,132292,131501,132636,136699,140122,146436,154196,161474,166919,169544,170502,170705,171512,173899,178588,184764,191572,197793,202556,204491,205190,205648,207250,210995,216419,223916,232560,241052,248423,253410,257411,260872,264500,268830,273830,279492,285513,291463,297012,301663,305996,310167,314410,318896,323460,328283,333272,338296,343250,347875,352471,357060,361687,366380,371008,375715,380429,385069,389567,148834,156590,160646,163060,165143,168064,172131,175478,178549,181756,185627,191606,196070,199718,203471,208267,215514,221995,227936,232750,236136,240834,240185,238519,244153,265919,292554,327382,367707,402406,418461,433029,438860,435144,428113,426027,432313,438870,446816,454313,459106,464535,464093,460840,461183,472244,487468,505454,527122,550034,571604,596947,613998,624977,634278,645593,654487,666970,682234,697679,712029,733668,747709,757106,767286,782753,797096,815520,837837,861720,885765,915963,940240,960389,979711,1000900,1022048,1042843,1063784,1084502,1105109,1128378,1148670,1166951,1184765,1203510,1223779,1242709,1260992,1279146,1297873,1319344,1338711,1356802,1374663,1393360,1414558,1433989,1452363,1470344,1488705
710,"South Africa",20,"ZAF","SAF","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Upper middle income","Sub-Saharan Africa","Middle income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","","Africa","Southern Africa","",1,229525,251421,267777,279904,288658,294640,297155,298976,300599,302611,305661,310179,316413,324159,333018,342618,352613,363296,374460,385823,397103,407587,418038,427929,436647,443853,449263,453169,456757,461669,468980,478827,490921,503574,514427,521770,525804,526935,525714,523076,519939,512602,504152,497809,497826,506624,532995,568524,603944,627214,630749,605646,561351,510671,472016,458529,480156,526445,582819,628927,650588,637960,602408,554803,511674,485518,483527,497682,520741,541865,553175,551632,541234,525658,510485,499906,495357,494838,496946,499451,500680,500203,498738,496588,494280,492209,490418,488719,487025,485218,483210,481051,478730,476242,473592,470796,467960,464988,461921,458808,455690,816924,843709,883456,922225,957594,992415,1046363,1081201,1105103,1125888,1149695,1170898,1192926,1217207,1243130,1270572,1300136,1331732,1365229,1400898,1439236,1485395,1527847,1567369,1604490,1640182,1682853,1715264,1741285,1766781,1796492,1821627,1853562,1889538,1923731,1952486,1993040,2018877,2034422,2045392,2055491,2059452,2054665,2043910,2037517,2047384,2072365,2127204,2203112,2272007,2308780,2363438,2347759,2279622,2204854,2160024,2053086,2038707,2091427,2154459,2189522,2308966,2338529,2302182,2251883,2223488,2138409,2105675,2113404,2126982,2122926,2143316,2140336,2117703,2091972,2074016,2046682,2028228,2017891,2009518,1999589,1995815,1989932,1982170,1974686,1968976,1966338,1961963,1956678,1950832,1944848,1939136,1932412,1924860,1916535,1907434,1897545,1887157,1876263,1864854,1852879
716,"Zimbabwe",22,"ZWE","ZIM","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","South Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Fragile","Fragile","Fragile","","Africa","Eastern Africa","",1,45947,56807,65238,71445,75589,77776,77519,76635,75626,75171,75998,78790,83155,88429,93652,98095,101179,103608,105782,108280,111531,115570,120318,125521,130815,135912,140672,145228,149751,154497,159607,163723,168180,172561,176359,179226,180942,181778,181936,181767,181562,183102,184601,185928,186853,187221,187882,188125,188206,188460,189172,191705,194716,198395,202948,208479,213858,220107,227015,234284,241629,247497,253484,258882,262834,264810,263202,259817,255591,251903,249801,249843,251439,254122,257113,259778,261626,263185,264590,266059,267748,269609,271630,273724,275792,277755,279616,281369,282966,284367,285544,286590,287406,287952,288193,288105,287801,287185,286340,285386,284407,178029,178282,190261,204708,218403,231265,254308,267257,274478,280591,289032,293619,302085,313883,326430,338085,353320,365764,376286,387054,399770,413520,428121,443677,459696,476109,496125,514109,531134,549020,569516,590508,610432,629578,647589,664310,682683,696121,705350,711501,715508,720570,724685,727886,729610,729494,733710,735678,735775,734963,734050,737171,740987,746264,754206,766286,782088,799684,819415,841792,867655,896767,923577,948538,971281,991887,1012996,1024233,1028338,1029317,1030027,1019794,1015674,1016172,1018089,1019134,1022526,1025579,1028252,1031737,1037045,1046661,1054730,1062087,1069447,1077629,1088431,1097605,1105658,1112986,1119961,1127433,1133457,1138210,1141778,1144290,1146662,1147446,1146892,1145349,1143075
724,"Spain",191,"ESP","SPN","Developed regions","Developed regions","Developed regions","","","","Industrialized countries","Industrialized countries","","","","","Europe","High income: OECD","","High income","","Europe","","More developed regions","More developed regions","","","","","","","","","","","","","","Europe","Southern Europe","",1,277195,268372,264405,265271,270712,280181,292880,306829,320413,331789,339247,340748,338000,332505,326652,322359,320509,319996,320972,323450,327271,332437,338703,344902,349436,351072,349498,345234,337868,327056,312832,294930,273895,252211,233260,219461,212497,210816,212634,215184,216384,215260,213105,210057,206508,202888,198127,193069,189173,188386,191965,198840,209699,222696,235198,245135,253039,258441,260371,257863,250603,241401,227306,211575,198500,190967,189775,194259,201686,208006,210310,207477,200844,192134,183973,178288,175780,175530,176884,178771,180385,181635,182690,183632,184642,185845,187505,189189,190790,192185,193278,194357,195073,195390,195263,194675,193951,192756,191210,189482,187722,1085305,1091332,1087651,1087684,1096270,1110523,1111626,1129220,1154380,1180261,1205495,1257568,1287413,1301791,1310845,1321050,1318800,1319543,1323410,1328245,1332304,1326676,1330908,1340361,1349697,1355083,1370246,1372831,1364124,1346202,1321296,1297478,1256512,1204371,1149005,1095109,1016052,961431,924544,894904,866079,856542,842672,826153,811268,800968,800109,791560,780551,774236,778964,780940,795832,820778,849820,879260,925681,962525,989766,1006162,1009299,1013554,999338,971939,941213,914443,862424,836116,827606,823118,812860,818343,810661,793268,775103,762237,746015,735329,729906,726595,723520,723530,724610,726387,729288,733382,739294,745571,752103,758527,764513,770807,776494,781384,785100,787129,787588,787173,785701,783021,778798
728,"South Sudan",999,"SSD","SSUD","Sub-Saharan Africa","Sub-Saharan Africa","Developing regions","Eastern Africa","","","Eastern and Southern Africa","Sub-Saharan Africa","Africa","Developing countries","Least developed countries","","Africa","Low income","Sub-Saharan Africa","Low income","Low and middle income","Africa","Sub-Saharan Africa","Less developed regions","Least developed countries","Excluding China","","","","","Countdown","Eastern Africa","Africa","Eastern Africa","Fragile","Fragile","Fragile","USAID","Africa","Eastern Africa","",1,52445,48134,45527,44511,45000,46878,49629,53065,56778,60314,63228,64481,65038,65241,65628,66615,68007,70023,72396,74757,76828,77868,78735,79613,80783,82452,84250,86528,89191,92098,95108,97452,99819,102170,104505,106813,110884,115077,118596,120406,119942,117658,113427,109086,106931,108480,108672,112692,118999,125552,130930,134614,137278,139634,142717,147210,152375,158677,165747,173055,180161,186959,193514,199565,204853,209275,215136,220062,224272,228044,231558,234909,238048,240992,243755,246371,248959,251497,253987,256430,258824,261050,263273,265488,267691,269877,271992,274118,276240,278340,280408,282419,284406,286371,288317,290245,292192,294121,295994,297764,299395,181344,182825,178330,173070,170042,170504,170231,173297,178484,184582,191316,204787,212905,217475,221467,227455,234702,240966,247018,252995,259557,269569,276292,281097,285847,292172,299411,305981,312686,320198,329448,342144,352681,361690,369735,376875,385748,395182,403686,408226,406631,409624,403182,391662,384168,390485,399994,413134,431444,452159,471830,491410,506776,519267,532328,549408,568114,588218,610205,633739,658645,688026,715609,741193,764074,783026,803088,821196,837064,851234,865002,883088,898508,912084,924694,937057,950659,962348,972774,982566,992492,1004065,1014009,1022929,1031479,1040325,1050960,1060100,1068311,1076201,1084434,1094750,1103533,1111354,1118850,1126687,1136453,1144872,1152392,1159453,1166560
