"CountryName","OfficialName","Code","ISO3Code","UNCode","UNICEFCode","MDGRegion1","MDGRegion1excl","MDGRegion3","MDGRegion4","MDGRegion5","MDGRegion6","UNICEFProgRegion1","UNICEFProgRegion2","UNICEFProgRegion3","UNICEFProgRegion4","UNICEFProgRegion5","MENAEMRORegion","ECACountries","WHORegion1","WBRegion1","WBRegion2","WBRegion3","WBRegion4","WBRegion5","UNPDRegion1","UNPDRegion2","UNPDRegion4","UNPDRegion5","OICRegion1","OICRegion2","OICRegion3","OICRegion4","Countdown.and.COIA.75.Priority.Countries","ECAAfrica","AURegion1","AURegion2","FragileCountries2013","FragileCountries2014","FragileCountries2015","FragileCountries2017","FragileCountries2018","FragileCountries2018OECD1","FragileCountries2018OECD2","FragileCountries2019","FCSCountries2020","FCSCountries20211","FCSCountries20212","USAIDcountry","M49Region1","M49Region2","M49Region3","SDGSimpleRegion1","SDGSimpleRegion2","SDGSimpleRegion3","SDGSimpleRegion4","SDGSimpleRegion5","SDGSimpleRegion6","SDGRegion1","SDGRegion2","SDGRegion3","SDGRegion4","SDGRegion5","SDGRegion6","HAC2020","HAC2019","GlobalStrategy","Conflict","UNICEFReportRegion1","UNICEFReportRegion2","Wealthdata1","Wealthdata2","Wealthdata3","WealthdataGlobal","Wealthall1","Wealthall2","Wealthall3","WealthallGlobal","UNRegion","AfricanEconomicCommunity","GAVICountries","SDGRCRegion1","SDGRCRegion2","SDGRCRegion3","SDGRCRegion4","SDGRCRegion5","SDGRCRegion6","SDGRCRegion7","SDGRCRegion8","SDGRCRegion9","SDGRCRegion10","SDGRCRegion11","SDGRCRegion12","SDGRCRegion13","SDGRCRegion14","SDGRCRegion15","JHURegion","SPhumanitarian","JHUFragile2021","LiST_UNICEFProgramm","LiST_UNICEFReport","LiST_all","ListSBRESCAP","ListSBR","EAPRORegion1","EAPRORegion2","EAPRORegion3","EAPRORegion4","EAPRORegion5","EAPRORegion6","EAPRORegion7","EAPRORegion8","EAPRORegion9","EECA","ARR 1990-2020 median","ARR 1990-2000 median","ARR 2000-2020 median","Required ARR median","Change in ARR median","Percentage decline 1990-2020 median","Percentage decline 1990-2000 median","Percentage decline 2000-2020 median"
"Swaziland","Eswatini",21,"SWZ",748,"SZD","Sub-Saharan Africa","Sub-Saharan Africa","South Africa","","","LLDC","Eastern and Southern Africa","Sub-Saharan Africa","Africa","","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Middle income","Lower middle income","Low and middle income","Africa","Sub-Saharan Africa","Excluding least developed countries","Excluding China","","","","","Countdown","Southern Africa","Africa","Southern Africa","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","Non-fragile","non-FCS","non-FCS","","","Africa","Southern Africa","","Sub-Saharan Africa","","","Landlocked developing countries","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Southern Africa (M49)","Sub-Saharan Africa (MDG)","","Landlocked developing countries (LLDCs)","","","","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","Sub-Saharan Africa","Eastern and Southern Africa","Lower middle income","Low and middle income","Sub-Saharan Africa","Eastern and Southern Africa","Lower middle income","Low and middle income","African Group","","","ECA_Southern Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","Eastern and Southern Africa","Non-humanitarian","","Eastern and Southern Africa","Eastern and Southern Africa","LiST","","LiSTSBR","","","","","","","","","","",1.25740577156077,-5.40973619111387,4.59097675289809,,10.000712944012,31.4235998421896,-71.7678412855948,60.0761122428093
"Seychelles","Seychelles",19,"SYC",690,"SEY","Sub-Saharan Africa","Sub-Saharan Africa","Eastern Africa","","","SIDS","Eastern and Southern Africa","Sub-Saharan Africa","Africa","","","","","Africa","Sub-Saharan Africa","","High income","High income","","Africa","","Excluding least developed countries","Excluding China","","","","","","Eastern Africa","Africa","Eastern Africa","","","","","","Non-fragile","","","non-FCS","non-FCS","","","Africa","Eastern Africa","","Sub-Saharan Africa","","","Small island developing States","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Eastern Africa (M49)","Sub-Saharan Africa (MDG)","","Small island developing States (SIDS)","","","","Non conflict","Sub-Saharan Africa","Eastern and Southern Africa","","","","","","","","","African Group","","","ECA_East Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","Eastern and Southern Africa","Non-humanitarian","","","","","","","","","","","","","","","","",0.487325874716151,1.36856154779654,0.0467080381759542,,-1.32185350962059,13.6013177832068,12.7904336096982,0.929811036875823
"Syria","Syrian Arab Republic",64,"SYR",760,"SYR","Western Asia","Western Asia","","","","","Middle East and North Africa","Middle East and North Africa (excluding Djibouti and Sudan)","","","Middle East","MENAEMRO","","Eastern Mediterranean","Middle East and North Africa","Middle East and North Africa (excluding high-income)","Low income","Low income","Low and middle income","Asia","","Excluding least developed countries","Excluding China","OIC","Arab","OIC Lower middle income","OIC Middle income","","","","","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","High-intensity Conflict","","Asia","Western Asia","","Northern Africa and Western Asia","Western Asia","","","","","Western Asia (M49) and Northern Africa (M49)","Asia (M49)","Western Asia (M49)","Western Asia (MDG)","","","","","","Conflict","Middle East and North Africa","","Middle East and North Africa","","Low income","Low and middle income","Middle East and North Africa","","Low income","Low and middle income","Asia-Pacific Group","","","","","","","","","","","","","","","ESCAP_Other Area (OTH_REGION)","ESCWA_All countries","ESCWA_Arab countries","Middle East and North Africa","Humanitarian","Fragile","Middle East and North Africa","Middle East and North Africa","LiST","","LiSTSBR","","","","","","","","","","",1.70975159920087,4.91174299486871,0.108755901366953,,-4.80298709350176,40.1258591703427,38.8092590441658,2.15163291963934
"Chad","Chad",27,"TCD",148,"CHD","Sub-Saharan Africa","Sub-Saharan Africa","Central Africa","Least developed countries","","LLDC","West and Central Africa","Sub-Saharan Africa","Africa","Least developed countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","Central Africa","Africa","Central Africa","Fragile","Fragile","Fragile","Fragile","Fragile","Fragile","Extremely Fragile","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","Medium-intensity Conflict","","Africa","Middle Africa","","Sub-Saharan Africa","","Least developed countries","Landlocked developing countries","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Middle Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","Landlocked developing countries (LLDCs)","HAC","HAC","Global Strategy","Conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","African Group","Economic Community of Central African States","GAVI","ECA_Central Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","West and Central Africa","Non-humanitarian","Fragile","West and Central Africa","West and Central Africa","LiST","","LiSTSBR","","","","","","","","","","",2.23762506911335,1.43778985413263,2.63754267660371,,1.19975282247108,48.8949833666972,13.3920856968236,40.9926713459391
"Togo","Togo",40,"TGO",768,"TGO","Sub-Saharan Africa","Sub-Saharan Africa","West Africa","Least developed countries","","","West and Central Africa","Sub-Saharan Africa","Africa","Least developed countries","","","","Africa","Sub-Saharan Africa","Sub-Saharan Africa (excluding high-income)","Low income","Low income","Low and middle income","Africa","Sub-Saharan Africa","Least developed countries","Excluding China","OIC","Africa","OIC Low income","","Countdown","West Africa","Africa","Western Africa","Fragile","Fragile","Fragile","Fragile","Fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Africa","Western Africa","","Sub-Saharan Africa","","Least developed countries","","","","Sub-Saharan Africa (M49)","Sub-Saharan Africa (M49)","Western Africa (M49)","Sub-Saharan Africa (MDG)","Least developed countries (LDCs)","","","","Global Strategy","Non conflict","Sub-Saharan Africa","West and Central Africa","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","Sub-Saharan Africa","West and Central Africa","Low income","Low and middle income","African Group","Economic Community of West African States","GAVI","ECA_West Africa","ECA_All countries","","","","","","","","","","","ESCAP_Africa (AFR)","","","West and Central Africa","Non-humanitarian","","West and Central Africa","West and Central Africa","LiST","","LiSTSBR","","","","","","","","","","",2.8302822680644,2.16042091888208,3.16521294265555,,1.00479202377347,57.2193667694106,19.4298612333011,46.9026194003884
"Thailand","Thailand",103,"THA",764,"THL","South-eastern Asia","South-eastern Asia","","","","","East Asia and Pacific","East Asia and Pacific","Asia","","","","","South-East Asia","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Upper middle income","Low and middle income","Asia","","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Asia","South-Eastern Asia","","Eastern and South-Eastern Asia","South-Eastern Asia","","","South Eastern Asia and Oceania (excl. Australia and New Zealand)","","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","South-eastern Asia (MDG=M49)","South-eastern Asia (MDG=M49)","","","","","","Conflict","East Asia and Pacific","","East Asia and Pacific","","Upper middle income","Low and middle income","East Asia and Pacific","","Upper middle income","Low and middle income","Asia-Pacific Group","","","","","","","","ESCAP_ADB Group C (ADB_DMC_C)","ESCAP_ASEAN (ASEAN)","","","","","ESCAP_South-East Asia (SEA)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","","East Asia and Pacific","East Asia and Pacific","LiST","LiSTSBR","LiSTSBR","EAPR Program Countries","EAPR Program Countries (excluding China)","","","EAPR Countries","EAPR Countries (excluding China)","","","ASEAN Countries","",4.84409557134919,5.36520021183929,4.58354325110414,,-0.781656960735147,76.6185840984765,41.5220263341657,60.0167132412386
"Tajikistan","Tajikistan",142,"TJK",762,"TAD","Caucasus and Central Asia","Caucasus and Central Asia","","","","LLDC","Europe and Central Asia","Europe and Central Asia","","","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Lower middle income","Low and middle income","Asia","","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Low income","","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Fragile","Other Fragile","Non-fragile","non-FCS","non-FCS","","","Asia","Central Asia","","Central and Southern Asia","Central Asia","","Landlocked developing countries","","Australia and New Zealand, Central Asia, Europe and North America","Central Asia (M49) and Southern Asia (MDG=M49)","Asia (M49)","Central Asia (M49)","Caucasus and Central Asia (MDG)","","Landlocked developing countries (LLDCs)","","","Global Strategy","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","Europe and Central Asia","Eastern Europe and Central Asia","Low income","Low and middle income","Europe and Central Asia","Eastern Europe and Central Asia","Low income","Low and middle income","Asia-Pacific Group","","GAVI","","ECE_All countries","ECE_Eastern Europe, Caucasus and Central Asia (CIS)","ECE_CIS (CWG)","","ESCAP_ADB Group A (ADB_DMC_A)","","ESCAP_ECO (ECO)","","","ESCAP_LLDC (LLDC_E)","ESCAP_North and Central Asia (NCA)","ESCAP_All countries","","","Eastern Europe and Central Asia","Non-humanitarian","","Europe and Central Asia","Eastern Europe and Central Asia","LiST","LiSTSBR","LiSTSBR","","","","","","","","","","EECA",4.02332751404242,2.17297780823272,4.94850236694727,,2.77552455871455,70.0906263347587,19.530968771953,62.8311995201247
"Turkmenistan","Turkmenistan",143,"TKM",795,"TUK","Caucasus and Central Asia","Caucasus and Central Asia","","","","LLDC","Europe and Central Asia","Europe and Central Asia","","","","","","Europe","Europe and Central Asia","Europe and Central Asia (excluding high-income)","Middle income","Upper middle income","Low and middle income","Asia","","Excluding least developed countries","Excluding China","OIC","Asia/other","OIC Upper middle income","OIC Middle income","Countdown","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Asia","Central Asia","","Central and Southern Asia","Central Asia","","Landlocked developing countries","","Australia and New Zealand, Central Asia, Europe and North America","Central Asia (M49) and Southern Asia (MDG=M49)","Asia (M49)","Central Asia (M49)","Caucasus and Central Asia (MDG)","","Landlocked developing countries (LLDCs)","","","","Non conflict","Europe and Central Asia","Eastern Europe and Central Asia","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Europe and Central Asia","Eastern Europe and Central Asia","Upper middle income","Low and middle income","Asia-Pacific Group","","","","ECE_All countries","ECE_Eastern Europe, Caucasus and Central Asia (CIS)","ECE_CIS (CWG)","","ESCAP_ADB Group C (ADB_DMC_C)","","ESCAP_ECO (ECO)","","","ESCAP_LLDC (LLDC_E)","ESCAP_North and Central Asia (NCA)","ESCAP_All countries","","","Eastern Europe and Central Asia","Non-humanitarian","","Europe and Central Asia","Eastern Europe and Central Asia","LiST","LiSTSBR","LiSTSBR","","","","","","","","","","EECA",2.21420434671336,1.39960365550003,2.62150469232002,,1.22190103682,48.5346440155922,13.0607307382841,40.8030957455139
"Timor Leste","Timor-Leste",95,"TLS",626,"ETM","South-eastern Asia","South-eastern Asia","","Least developed countries","","SIDS","East Asia and Pacific","East Asia and Pacific","Asia","Least developed countries","","","","South-East Asia","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Lower middle income","Low and middle income","Asia","","Least developed countries","Excluding China","","","","","Countdown","","","","Fragile","Fragile","Fragile","Non-fragile","Fragile","Fragile","Other Fragile","Fragile","Fragile and Conflict-affected Situation","Fragile and Conflict-affected Situation","High Institutional and Social Fragility","","Asia","South-Eastern Asia","","Eastern and South-Eastern Asia","South-Eastern Asia","Least developed countries","Small island developing States","South Eastern Asia and Oceania (excl. Australia and New Zealand)","","Eastern Asia (M49) and South-eastern Asia (MDG=M49)","Asia (M49)","South-eastern Asia (MDG=M49)","South-eastern Asia (MDG=M49)","Least developed countries (LDCs)","Small island developing States (SIDS)","","","","Non conflict","East Asia and Pacific","","East Asia and Pacific","","Lower middle income","Low and middle income","East Asia and Pacific","","Lower middle income","Low and middle income","Asia-Pacific Group","","GAVI","","","","","","ESCAP_ADB Group B (ADB_DMC_B)","","","","ESCAP_LDC (LDC_E)","","ESCAP_South-East Asia (SEA)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","Fragile","East Asia and Pacific","East Asia and Pacific","LiST","LiSTSBR","LiSTSBR","EAPR Program Countries","EAPR Program Countries (excluding China)","","","EAPR Countries","EAPR Countries (excluding China)","","","","",4.92247973460465,5.01485630832762,4.87629144774317,,-0.138564860584456,77.1619897154242,39.4369751931193,62.2905058698767
"Tonga","Tonga",83,"TON",776,"TGA","Oceania","Oceania","","","","SIDS","East Asia and Pacific","East Asia and Pacific","Asia","","","","","Western Pacific","East Asia and Pacific","East Asia and Pacific (excluding high-income)","Middle income","Upper middle income","Low and middle income","Oceania","","Excluding least developed countries","Excluding China","","","","","","","","","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","Non-fragile","","Non-fragile","non-FCS","non-FCS","","","Oceania","Polynesia","","Oceania","Oceania (exc. Australia and New Zealand)","","Small island developing States","South Eastern Asia and Oceania (excl. Australia and New Zealand)","","Oceania (M49) excluding Australia and New Zealand (M49)","Oceania (M49)","Polynesia (M49)","Oceania (MDG)","","Small island developing States (SIDS)","","","","Non conflict","East Asia and Pacific","","East Asia and Pacific","","Upper middle income","Low and middle income","East Asia and Pacific","","Upper middle income","Low and middle income","Asia-Pacific Group","","","","","","","","ESCAP_ADB Group A (ADB_DMC_A)","ESCAP_Pacific island developing economies (PIDE)","","","","","ESCAP_PACIFIC (PAC)","ESCAP_All countries","","","East Asia and the Pacific","Non-humanitarian","","East Asia and Pacific","East Asia and Pacific","LiST","LiSTSBR","LiSTSBR","EAPR Program Countries","EAPR Program Countries (excluding China)","Pacific Program Countries","Pacific Program Countries (excluding PNG)","EAPR Countries","EAPR Countries (excluding China)","Pacific Countries","Pacific Countries (excluding PNG)","","",2.18855854902496,2.70644267304617,1.92961648701436,,-0.776826186031802,48.1371558589322,23.7112167714464,32.0177332155215
