"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","NMR median","Under-five deaths median","Infant deaths median","Neonatal deaths median"
"Eastern Africa","1975","24197845","5622168","96.69","96.72","223.743761359151","126.22963729497","27.0033478669153","1312767","757058","231018"
"Western Africa","1975","22420664","5368312","99.55","99.55","252.633345343143","130.215573933721","58.1742155139725","1406415","748283","368589"
"Middle Africa","1975","8431354","1944913","84.46","84.12","215.5901151467","117.839771522057","20.0826697240352","439996","245503","66524"
"Asia","1975","348566025","70980573","98.31","98.26","140.534522762306","96.8196387117725","40.7436838388727","10545114","7227153","4207540"
"Eastern Asia","1975","144737204","25922937","99.82","99.79","77.3068685622037","59.2694430607806","1.16148100343554","2201909","1624612","58061"
"Central Asia","1975","5218675","1124508","41.86","41.69",,,,,,
"Southern Asia","1975","133401875","30004508","100","100","202.107072397498","131.354220529131","75.8588486381822","6449637","4230293","2665803"
"South-Eastern Asia","1975","49348985","10440255","96.7","96.97","112.86830504899","79.353580873242","32.4225303148231","1229126","865783","394628"
"Western Asia","1975","15859286","3488365","93.75","94.06","140.965124980541","108.227287749716","34.6440883670374","509626","396167","163214"
"Americas","1975","66864713","13918837","99.91","99.91","81.4497745963483","63.2529094815147","29.0678762197493","1161637","906209","443007"
"Northern America","1975","18467378","3608755","100","100","18.605805645235","15.7649816661959","11.2536439765612","68443","57526","41158"
"Latin America and the Caribbean","1975","48397335","10310082","99.88","99.88","102.480651150989","79.1255172199476","35.0221962662487","1093457","848882","405722"
"Central America","1975","14231191","3029536","100","100","98.1050584531136","76.3147627497845","34.8026348458808","307319","240377","117442"
"South America","1975","30832248","6599947","99.81","99.82","104.171128418271","80.6347819358188","34.69804254722","711599","554126","259711"
"Caribbean","1975","3333896","680599","99.97","99.97","105.324129499341","76.9336245551915","39.1548267311849","74562","54397","28398"
"Europe","1975","51330639","10130249","95.71","95.45","24.7317008368951","20.8742162468372","7.56698235938507","254779","214970","107757"
"Northern Europe","1975","6336991","1162343","100","100","16.8809175277108","14.228291585155","8.89014029716195","20438","16969","11382"
"Southern Europe","1975","11346692","2260549","80.58","79.64","24.7823433062118","21.5344271412765","15.2516015131248","57512","49894","35247"
"Eastern Europe","1975","22564810","4722245","100","100","29.6255600909868","24.7854750835406","3.56552774803818","140115","118314","30806"
"Western Europe","1975","11082146","1985112","99.99","99.98","17.6178673637796","14.7493952681209","9.39864393840525","36731","30104","18843"
"Oceania","1975","2287500","446637","99.98","99.97","48.4646467097224","37.5827709407468","17.3599835684072","22162","17096","8801"
"Australia and New Zealand","1975","1572706","291836","100","100","17.5056141885858","14.5124093497076","10.1205825295172","5348","4370","2987"
"Melanesia","1975","638787","138753","100","100","109.488188955218","82.3560071137423","33.7947061625375","15761","11907","6044"
"Micronesia","1975","29899","6558","98.23","98.12","86.4172527411234","67.2375801592473","0","582","456","0"
"Polynesia","1975","46108","9490","100","100","48.6588231539263","37.7268955886138","0","475","366","0"
"World","1975","545052933","113094459","97.3","97.2","136.633719962437","90.7383343025531","47.9303514007459","16096261","10732055","5769006"
"Africa","1976","78379836","18142293","97.08","97.05","215.495510151446","121.142212654865","42.125653606729","3970213","2337124","1000032"
"Northern Africa","1976","16734441","3762948","100","100","182.139863794972","120.575140103194","52.9450589735479","715222","480215","217684"
"Southern Africa","1976","4859339","1046626","100","100","133.37929639428","106.917701202491","28.7147887148288",,,
"Eastern Africa","1976","24940665","5805770","96.7","96.72","212.376728010625","120.322567270222","26.9228578984848","1276387","743675","237252"
"Western Africa","1976","23192465","5532746","99.5","99.51","245.518024399143","126.390983976597","59.4105367106608","1406824","747526","373601"
"Middle Africa","1976","8652926","1994203","84.44","84.04","212.375471402796","116.387172913406","20.0372979201757","443966","248375","67955"
"Asia","1976","345379106","70226930","98.64","98.56","136.049297260892","93.9162987678349","40.8846055735462","10146552","6920110","4169375"
"Eastern Asia","1976","137733680","24391183","99.81","99.77","72.533752956478","55.8131119101201","1.13395923174265","1929566","1421298","53948"
"Central Asia","1976","5327952","1142120","41.92","41.71",,,,,,
"Southern Asia","1976","136429857","30644678","100","100","192.354938922135","125.72467174053","74.5546393787537","6242897","4122931","2682440"
"South-Eastern Asia","1976","49768004","10509771","98.77","98.65","111.932207396372","79.824313012366","31.1912170745191","1324817","879818","386013"
"Western Asia","1976","16119613","3539178","95.6","95.76","137.229324171844","105.010011250287","33.646642280667","505229","390332","160302"
"Americas","1976","67107604","14080253","99.92","99.92","79.1019687887232","61.4082755017508","28.1297393743855","1138793","888998","433497"
"Northern America","1976","18039483","3635421","100","100","17.7366696467562","14.9961978301263","10.6515387262563","65114","54922","39247"
"Latin America and the Caribbean","1976","49068121","10444832","99.88","99.89","99.5146598273602","76.8565231087425","33.9473537731062","1073933","834265","398103"
"Central America","1976","14419285","3054062","100","100","96.4890440581694","74.5795243698355","33.5325541803389","304631","236657","114016"
"South America","1976","31349916","6724512","99.82","99.83","100.361930403811","77.9378916343573","33.6473053423866","696885","544853","256315"
"Caribbean","1976","3298920","666258","99.97","99.97","104.580775989515","76.3338507222223","38.8879301152523","72428","52768","27579"
"Europe","1976","50968731","10088767","95.66","95.43","23.9133936834434","20.1452039742458","7.09594329274731","244684","206053","101088"
"Northern Europe","1976","6118409","1128475","100","100","16.2554361577897","13.6826691245416","8.37845628076885","18973","15733","10436"
"Southern Europe","1976","11308384","2234743","80.45","79.38","22.9509271889292","19.8981449247898","14.4230711422293","52536","45455","32936"
"Eastern Europe","1976","22953145","4776212","100","100","28.982873529571","24.2303584647609","3.40284066792649","138936","117019","29741"
"Western Europe","1976","10588793","1949337","99.99","99.98","16.7526830327277","14.0010795790559","8.78581389040207","33773","27722","17345"
"Oceania","1976","2250668","437468","99.98","99.97","47.5037592256137","36.8514818971181","16.6890718307537","21230","16384","8319"
"Australia and New Zealand","1976","1527559","280584","100","100","16.5176442606243","13.6878370151547","9.39700172402944","4846","3943","2663"
"Melanesia","1976","646613","140663","100","100","105.397483643161","79.5349326803385","32.4043315857336","15358","11639","5885"
"Micronesia","1976","30235","6658","98.14","97.99","84.4011564908683","65.8176565443187","0","578","454","0"
"Polynesia","1976","46261","9563","100","100","46.344816224557","35.9929870003633","0","453","352","0"
"World","1976","544087809","112976088","98.3","98.2","132.306302005273","87.9541017921135","47.4072600850523","15521726","10368858","5716164"
"Africa","1977","80801795","18632512","97.07","97.01","206.511573690025","118.731121819683","47.3768945816037","3981855","2351522","1068875"
"Northern Africa","1977","17242516","3843908","100","100","174.466746661673","116.749024878171","51.7703299730232","699764","475366","216935"
"Southern Africa","1977","4943188","1058798","100","100","111.901149407482","101.138214000985","28.3211824703488",,"110913","32513"
"Eastern Africa","1977","25739314","5988579","96.7","96.7","211.094227805375","120.320512249315","45.1703463123981","1308529","766599","330550"
"Western Africa","1977","24007812","5698232","99.46","99.47","238.60199631012","122.720392485937","58.196782680501","1406359","746523","376322"
"Middle Africa","1977","8868965","2042995","84.35","83.94","209.25083878819","114.958991770879","20.425352938443","448041","251263","70265"
"Asia","1977","341481418","69383815","98.73","98.64","133.643709140687","91.9216271667069","41.2970743342047","9785902","6696540","4091805"
"Eastern Asia","1977","130061740","22832928","99.79","99.75","67.9151941806645","52.3852965874693","1.14124564216589","1701439","1257587","50305"
"Central Asia","1977","5444835","1163889","49.62","49.63",,,,,,
"Southern Asia","1977","139300516","31166364","100","100","187.475864852086","122.777816879401","73.1607119440879","6192197","4098184","2669212"
"South-Eastern Asia","1977","50164525","10583202","98.75","98.64","112.492163779512","77.3703799350461","31.2067582454105","1268828","856149","383961"
"Western Asia","1977","16509802","3637432","95.66","95.77","127.460870546136","99.5326161412178","33.0258002061314","477982","375907","158275"
"Americas","1977","67719424","14364168","99.92","99.92","75.3188301877114","58.7336080976076","27.023051882724","1102430","866395","424467"
"Northern America","1977","17971893","3778812","100","100","16.9103847551577","14.268923307019","10.0147612799647","63271","53601","38445"
"Latin America and the Caribbean","1977","49747531","10585356","99.89","99.89","95.181849965336","73.9894944533577","32.8586166632527","1039401","812978","389951"
"Central America","1977","14587141","3081060","100","100","90.5208233152639","71.138148205711","32.1974060196579","288220","227489","110303"
"South America","1977","31904030","6850635","99.83","99.83","96.4281691641489","75.1025656413435","32.6058064416845","680753","534207","252618"
"Caribbean","1977","3256360","653661","99.97","99.97","103.803799793805","75.7171169330689","38.6283510826057","70444","51295","26810"
"Europe","1977","50539116","10025039","95.61","95.42","23.065319748913","19.3859532563457","6.5688309656367","235092","197598","93165"
"Northern Europe","1977","5901679","1102814","100","100","15.60862098408","13.1141509627524","7.82666910093583","17711","14697","9555"
"Southern Europe","1977","11195360","2174089","80.19","78.91","21.2389187355314","18.3595476140106","13.5408928849586","47693","41100","29984"
"Eastern Europe","1977","23244056","4775779","100","100","28.3920911118607","23.7188237691083","3.18898556951126","137080","115105","27899"
"Western Europe","1977","10198021","1972357","99.99","99.98","15.8496616343435","13.2151926441361","8.04441246629404","31731","26205","16078"
"Oceania","1977","2211037","437404","99.97","99.97","46.1989064971962","35.7035998215079","15.8601887316184","20491","15824","7924"
"Australia and New Zealand","1977","1479379","278620","100","100","15.6017561106925","12.9194533588424","8.68094308358229","4461","3639","2445"
"Melanesia","1977","654637","142386","100","100","101.904425987171","76.9867664645528","31.0433753510852","15024","11400","5714"
"Micronesia","1977","30643","6771","98.03","97.83","82.6665493246718","64.6317251412007","0","577","453","0"
"Polynesia","1977","46378","9627","100","100","44.1439458971916","34.3144779262074","0","434","337","0"
"World","1977","542754652","112843326","98.3","98.3","129.112559479263","85.9678837530318","47.3862490826528","15126012","10128063","5690165"
"Africa","1978","83116881","19128638","97.09","97.02","201.790415354495","116.288195617649","46.6312937988815","3992913","2362898","1079895"
"Northern Africa","1978","17645444","3925584","100","100","166.616198941818","112.720110500058","50.60483512864","681968","468214","216287"
"Southern Africa","1978","5024207","1074966","100","100","105.871172530578","95.6252747208804","27.9097558202764",,"106280","32548"
