"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Asia","1962","133469541","30398680","57.93","57.92","211.279883775576","143.810180381095","6867727","4716557"
"Eastern Asia","1962","52356046","11850970","14.39","13.17",,,,
"Central Asia","1962","2239578","501501","0","0",,,,
"Southern Asia","1962","52638178","12096151","95.79","95.81","234.42115104692","158.029072954696","3073088","2091143"
"South-Eastern Asia","1962","20337281","4534590","72.26","73.2","179.659971243353","124.194502298419","860723","601989"
"Western Asia","1962","5898460","1415470","78.98","80.42","241.253971826777","171.681091668513","356641","258704"
"Americas","1962","31576784","6792218","96.13","96.24","116.980868997925","88.790158151859","821364","627177"
"Northern America","1962","11806041","2398534","100","100","32.5617753281343","28.2433275573631","79398","68777"
"Latin America and the Caribbean","1962","19770743","4393684","93.82","94.19","162.059618461995","120.796035907024","753262","566674"
"Central America","1962","5090365","1148489","99.82","99.82","159.465293231955","115.42999285331","192475","141436"
"South America","1962","13161874","2901606","90.97","91.47","166.355826552561","125.925210574868","511649","390255"
"Caribbean","1962","1518504","343590","98.37","98.43","137.098644604696","98.6280563075716",,"36127"
"Europe","1962","29286159","5896888","77.57","76.87","44.6900420954556","37.4655551102992","272938","227873"
"Northern Europe","1962","3533797","737290","100","100","28.9143084981449","24.7049583873823","21519","18508"
"Southern Europe","1962","5778416","1218390","80.09","79.66","58.6689274088351","49.6145080201395","73863","62504"
"Eastern Europe","1962","13238480","2538169","82.32","81.83","48.9991922476338","40.769406121505",,"107354"
"Western Europe","1962","6735467","1403039","54.29","53.33","29.6392312419409","24.8531866048006","42272","35697"
"Oceania","1962","1027835","216766","99.22","99.19","70.9314879961855","54.9091350625733","15444","12043"
"Australia and New Zealand","1962","737142","151872","100","100","26.9242142980319","22.2257872435995","4102","3413"
"Melanesia","1962","256614","57327","100","100","172.597847305941","129.757245601281","10458","7944"
"Micronesia","1962","11643","2602","88.68","89.14","154.953287461805","118.214284256233",,"323"
"Polynesia","1962","22437","4966","70.31","70.17","104.677520982483","81.0263911553893","539","420"
"World","1962","222284554","49718529","65.8","65.1","187.052330353252","126.247577224772","9783366","6642875"
"Africa","1963","27694802","6576326","57.09","56.75","257.816611517439","148.870184692916","1812241","1062655"
"Northern Africa","1963","6401867","1496932","100","100","252.342282369401","154.951190827095","404814","251155"
"Southern Africa","1963","1710992","381073","9.3","9.36",,,,
"Eastern Africa","1963","8441021","1986345","61.09","60.89","239.491578677194","130.153535678912",,"281959"
"Western Africa","1963","8124959","1995454","37.86","37.64",,,,
"Middle Africa","1963","3015964","716523","33.76","33.29",,,,
"Asia","1963","138998232","35016617","56.99","51.4","207.008830557394","141.108217429818","7379725","5279047"
"Eastern Asia","1963","55795254","16024126","13.61","9.9",,,,
"Central Asia","1963","2313568","508168","0","0",,,,
"Southern Asia","1963","53873242","12348932","95.8","95.84","230.692364398745","155.650555509405","3084504","2100724"
"South-Eastern Asia","1963","20875969","4675807","72.51","72.67","174.634240020065","120.941891858777","859087","603399"
"Western Asia","1963","6140199","1459585","79.27","80.85","232.090545696741","166.722790312992","353334","257991"
"Americas","1963","32050092","6841080","96.14","96.23","114.836755588649","87.4247395869975","811832","622224"
"Northern America","1963","11777100","2350024","100","100","31.8555661682217","27.6119267817913","76282","65843"
"Latin America and the Caribbean","1963","20272992","4491057","93.9","94.26","157.435117232395","117.911708083478","746504","564337"
"Central America","1963","5261047","1187710","99.82","99.82","154.262137955252","112.731114544413","191797","142350"
"South America","1963","13451230","2951744","91.06","91.53","161.813866449561","122.867977605621","505806","386822"
"Caribbean","1963","1560716","351603","98.39","98.47","134.10585564872","96.8849881052578","49979","36285"
"Europe","1963","29225259","5826646","77.23","76.63","42.08387168508","35.3537431861255","253589","211682"
"Northern Europe","1963","3595990","747989","100","100","27.8004855454793","23.7527643940827","21113","18157"
"Southern Europe","1963","5851108","1232366","80.3","80","55.7653664916281","47.4091323829996","70700","60187"
"Eastern Europe","1963","12918936","2424380","81.95","81.53","45.8278864148933","38.1443531151214","116850","95341"
"Western Europe","1963","6859226","1421912","53.79","53.05","28.3247330328453","23.7297120523777","40848","34414"
"Oceania","1963","1046167","217583","99.87","99.86","69.5827198546804","53.8571310681076","15213","11865"
"Australia and New Zealand","1963","747575","151210","100","100","26.2108678848069","21.6815574478779","3979","3302"
"Melanesia","1963","263645","58698","100","100","167.075476242426","125.804807649952","10344","7867"
"Micronesia","1963","12011","2667","88.55","88.96","149.194511313848","114.075239179694","411","319"
"Polynesia","1963","22937","5010","100","100","97.5712616316526","74.9431862223799","499","394"
"World","1963","229015437","54478431","65.3","60.6","185.500947922997","125.072395018206","10283554","7195429"
"Africa","1964","28482009","6735064","71.91","71.95","260.17197472735","154.399398530462","1937095","1127297"
"Northern Africa","1964","6570358","1524205","100","100","245.928386685135","152.075685608235","400818","250227"
"Southern Africa","1964","1761901","392564","9.24","9.3",,,,
"Eastern Africa","1964","8710485","2044167","61.03","60.85","236.485049277221","127.996466985386",,"284759"
"Western Africa","1964","8342781","2039834","88.57","88.12","305.315556623765","175.053298579001",,
"Middle Africa","1964","3096485","734295","33.65","33.17",,,,
"Asia","1964","146718926","36201731","57.41","52.61","200.809614468876","136.203858135895","7382397","5246043"
"Eastern Asia","1964","61474809","16844150","12.42","9.54",,,,
"Central Asia","1964","2366880","507824","0","0",,,,
"Southern Asia","1964","55136158","12601799","95.82","95.87","227.257485364619","153.43225895563","3098850","2111111"
"South-Eastern Asia","1964","21390556","4765478","87.45","87.19","162.458455860256","110.095110781275","804369","558477"
"Western Asia","1964","6350525","1482481","79.59","81.15","223.83124772047","161.895838414722","348094","255130"
"Americas","1964","32439928","6882109","96.15","96.24","112.594892706394","86.0318185669509","800980","615907"
"Northern America","1964","11680448","2309301","100","100","31.0380136676311","26.8666871170098","73164","62973"
"Latin America and the Caribbean","1964","20759481","4572808","93.98","94.34","153.09527745461","115.244820493176","738421","560600"
"Central America","1964","5441271","1226088","99.82","99.82","149.48358820751","110.25840136879","191441","143402"
"South America","1964","13716892","2989686","91.14","91.6","157.440228592137","119.965524665016","498428","382044"
"Caribbean","1964","1601318","357035","98.41","98.49","131.776261218652","95.7130210010247","49537","36226"
"Europe","1964","29079445","5772171","76.99","76.63","39.8160580674311","33.56442620767","236819","198074"
"Northern Europe","1964","3655507","758365","100","100","26.7073198091388","22.8233832677226","20633","17734"
"Southern Europe","1964","5940401","1261677","80.55","80.59","52.662538693115","45.0634109162233","68030","58357"
"Eastern Europe","1964","12496309","2303678","81.7","81.51","43.1975156132321","36.0129788839711","104519","85053"
"Western Europe","1964","6987229","1448452","53.51","53.19","27.1329498418689","22.7227853141471","39684","33405"
"Oceania","1964","1060193","216615","99.87","99.86","68.994923539185","53.5184915721236","14975","11646"
"Australia and New Zealand","1964","753879","148934","100","100","25.6101400775831","21.2133315405924","3840","3174"
"Melanesia","1964","270627","59910","100","100","161.786322157927","122.028747340687","10210","7775"
"Micronesia","1964","12352","2733","88.41","88.69","143.352830816494","109.976196224637","405","314"
"Polynesia","1964","23336","5040","100","100","102.7648888765","75.7857851347242","541","399"
"World","1964","237781400","55807876","67","63","182.477768504663","122.088031071458","10382871","7206633"
"Africa","1965","29274365","6884791","72.84","72.77","266.261071690872","151.474613509849","1959888","1129347"
"Northern Africa","1965","6728149","1537760","100","100","239.935756822796","149.3946995225","396626","248813"
"Southern Africa","1965","1815437","403880","9.16","9.24",,,,
"Eastern Africa","1965","8983084","2104943","64.14","63.91","234.02158245847","126.805233872937",,"290227"
"Western Africa","1965","8566905","2084919","88.65","88.19","313.856159363426","171.705514467331",,"387579"
"Middle Africa","1965","3180791","753290","33.76","33.31",,,,
"Asia","1965","154373722","35712266","55.69","54.11","200.170134510641","135.358119248006","7450703","5155723"
"Eastern Asia","1965","67316716","16079633","11.44","10.11",,,,
"Central Asia","1965","2399239","504415","0","0",,,,
"Southern Asia","1965","56302325","12808160","95.84","95.85","224.224191320621","151.463529671537","3113484","2120107"
"South-Eastern Asia","1965","21830555","4826369","87.46","87.14","175.293192327022","115.010922532851","892502","591556"
"Western Asia","1965","6524888","1493690","79.97","81.51","215.821936391642","157.121207780173","341893","251496"
"Americas","1965","32701644","6862281","96.15","96.24","111.045655178417","85.3233827559774","787048","606224"
"Northern America","1965","11490156","2226190","100","100","30.2710231244868","26.1859575052297","68953","59090"
"Latin America and the Caribbean","1965","21211489","4636091","94.07","94.43","148.891559472466","112.565627134392","728022","554260"
"Central America","1965","5628268","1263559","99.82","99.82","144.893572450505","107.817875659185","190902","144170"
"South America","1965","13946779","3013046","91.24","91.68","153.171837700312","117.047020582517","489027","375168"
"Caribbean","1965","1636442","359487","98.43","98.49","129.672272188043","94.4104533895936","49051","35938"
"Europe","1965","28757434","5644947","76.84","76.71","38.022706739587","32.1167329001211","221179","185012"
"Northern Europe","1965","3710715","762801","100","100","25.7217134978877","21.9794007127807","19956","17108"
"Southern Europe","1965","6009641","1267061","80.75","80.78","50.2879102033788","43.2630873876331","65348","56331"
"Eastern Europe","1965","11960356","2174875","81.56","81.62","41.3120079567781","34.4540142083067","94312","76549"
"Western Europe","1965","7076723","1440211","53.38","53.39","26.0493163806049","21.7939927896748","37896","31745"
"Oceania","1965","1068622","214654","99.96","99.95","67.9765984778084","52.8500706218448","14602","11377"
"Australia and New Zealand","1965","754750","145665","100","100","25.1411529862942","20.8527049350687","3686","3034"
"Melanesia","1965","277527","61122","100","100","156.56938727042","118.293296324319","10070","7680"
"Micronesia","1965","12690","2799","96.26","96.21","136.514877693975","104.717293254828","392","305"
"Polynesia","1965","23656","5068","100","100","87.3389807777826","68.409750953975","460","362"
"World","1965","246176709","55319130","65.8","64.1","182.210904846388","121.415857598598","10443347","7094809"
"Africa","1966","30055544","7040121","82.21","82.37","265.099401826123","151.86929119283","2009879","1159406"
"Northern Africa","1966","6867890","1550332","100","100","234.421950567512","147.064905219785","393225","248232"
"Southern Africa","1966","1873237","418162","9.06","9.11",,,,
"Eastern Africa","1966","9254290","2165346","89.27","89.52","244.694886000106","135.870380817833","567646","320102"
"Western Africa","1966","8789623","2132287","94.51","94.47","311.36400639165","171.913097275081",,"397013"
"Middle Africa","1966","3270505","773996","33.68","33.29",,,,
"Asia","1966","161948205","35732504","54.03","54.57","194.054766377824","132.981202756188","7328197","5049644"
"Eastern Asia","1966","73226724","15839518","10.49","9.84",,,,
"Central Asia","1966","2413419","501273","0","0",,,,
"Southern Asia","1966","57343076","12985193","95.82","95.79","221.357922736929","149.71401997042","3123750","2126659"
"South-Eastern Asia","1966","22256631","4877725","87.46","87.08","153.943031512296","105.976555620854","791098","549997"
"Western Asia","1966","6708357","1528795","80.49","82.09","208.457491945559","152.84553704827","335838","248261"
"Americas","1966","32809842","6806199","96.15","96.21","109.448276629861","84.257403381955","770892","594462"
"Northern America","1966","11189550","2118557","100","100","29.4685688268426","25.4596743539688","64069","54600"
"Latin America and the Caribbean","1966","21620292","4687642","94.15","94.5","144.832094408907","109.963326197074","716095","546572"
"Central America","1966","5818107","1299192","99.82","99.82","140.515329917846","105.393384574448","190162","144609"
"South America","1966","14138136","3027951","91.32","91.74","149.001435465402","114.198946360461","478358","367349"
"Caribbean","1966","1664050","360499","98.46","98.51","127.902759182838","93.4322210331386","48518","35577"
