"Region","Year","Under-five population","Infant population","Population coverage (under 5)","Population coverage (age 0)","U5MR median","IMR median","Under-five deaths median","Infant deaths median"
"Australia and New Zealand","1979","727681","128046","100","100","15.7600813376839","13.0315555698887","2269","1862"
"Melanesia","1979","364532","73773","100","100","104.191335039277","76.1788412279063","9117","6744"
"Micronesia","1979","15100","3184","49.62","53.08",,"77.0739831156636",,
"Polynesia","1979","21511","4567","38.5","40.9",,,,
"Africa","1980","43518819","9623596","98.56","98.55","199.143849507597","123.844182235841","2078405","1315860"
"Northern Africa","1980","9090038","1998097","100","100","149.579982628422","104.663838141662","317150","224905"
"Southern Africa","1980","2626560","546886","100","100","99.6024492912513","73.5123771753732","58659","43904"
"Eastern Africa","1980","14123039","3133981","96.18","96.16","211.757703622209","131.094789261708","713638","450278"
"Western Africa","1980","12771117","2848106","99.42","99.42","231.382264928422","134.547787726434","732980","435943"
"Middle Africa","1980","4908065","1096526","99.7","99.72","213.856074025546","133.929410407078","257977","161939"
"Asia","1980","171861888","34092985","99.29","99.42","120.615339527735","88.5149806156465","4635824","3417382"
"Eastern Asia","1980","58706620","10097369","98.62","98.89","60.5300585276642","47.1430705671994","751809","576150"
"Central Asia","1980","2869378","589192","100","100","112.907265874301","90.6043803815205","74365","60143"
"Southern Asia","1980","74342185","15942124","100","100","165.581734166118","119.965439278899","2920887","2137255"
"South-Eastern Asia","1980","26757848","5504933","99.81","99.83","109.281587556637","78.2789192337548","648651","466725"
"Western Asia","1980","9185857","1959367","96.09","96.04","110.540511738619","80.8058253815876","228193","168881"
"Americas","1980","36039777","7482607","99.91","99.92","72.132875590423","55.9484963879077","551280","430480"
"Northern America","1980","9501132","1964133","100","100","16.3438936560548","13.721567158264","31360","26435"
"Latin America and the Caribbean","1980","26538645","5518474","99.88","99.89","90.5326122778634","69.9131733846045","520059","404148"
"Central America","1980","7752400","1506950","100","100","85.5455412936119","64.7058741038089","142130","107816"
"South America","1980","17194132","3700785","99.87","99.88","91.3702790513736","71.6751902379627","341173","269483"
"Caribbean","1980","1592113","310739","99.42","99.46","104.813715840444","75.5510974149195","36788","26870"
"Europe","1980","25389464","5009585","93.47","93.56","24.1411728136657","20.3991927848628","124452","105052"
"Northern Europe","1980","2913897","571895","100","100","15.1637665540748","12.7664646980216","8856","7422"
"Southern Europe","1980","5385557","1024480","82.34","81.74","21.9221962740478","18.808238185929","23260","19788"
"Eastern Europe","1980","12025357","2379246","94.13","94.3","31.0607434201633","26.1911535627188","77070","65180"
"Western Europe","1980","5064653","1033964","99.99","99.98","15.2568670453973","12.7274094446872","15762","13122"
"Oceania","1980","1116361","205830","98.12","97.94","49.1491608063316","36.9238965270405","11679","8836"
"Australia and New Zealand","1980","711328","124231","100","100","15.1024873964505","12.4822022871599","2161","1778"
"Melanesia","1980","367942","73663","100","100","101.33630840557","74.2666594442882","9037","6694"
"Micronesia","1980","15567","3297","50.04","53.41","103.649301304941","76.3927967582068",,"274"
"Polynesia","1980","21524","4639","38.83","41.75",,,,
"Africa","1981","44945672","9862291","98.55","98.5","195.394853505663","121.417517484","2084518","1321949"
"Northern Africa","1981","9404985","2043544","100","100","141.525622488723","100.039569942609","305687","218914"
"Southern Africa","1981","2671592","558190","100","100","94.784426224865","70.4038632658667","57211","43103"
"Eastern Africa","1981","14577716","3212620","96.16","96.05","208.793582662885","129.323070030631","722675","456409"
"Western Africa","1981","13211329","2916628","99.42","99.41","227.709234678447","132.626616195096","740025","440330"
"Middle Africa","1981","5080050","1131309","99.7","99.69","214.090400219954","132.220090767332","261203","164483"
"Asia","1981","171604657","34918243","99.32","99.36","116.858531582491","86.0004198559878","4545511","3368412"
"Eastern Asia","1981","55938143","10372014","98.67","98.71","57.9999434278072","45.4360751459305","716382","556984"
"Central Asia","1981","2912539","607582","100","100","108.303533270743","87.205747748281","73109","59446"
"Southern Asia","1981","76274515","16347825","100","100","160.604957712406","116.774815565196","2890077","2122206"
"South-Eastern Asia","1981","27054323","5588084","99.81","99.81","105.848048157179","76.0881388930205","633278","457270"
"Western Asia","1981","9425137","2002738","96.07","96.03","104.857928570652","77.0473393502733","220715","164186"
"Americas","1981","36544795","7548695","99.91","99.92","68.9487884327871","53.6737259476015","533052","417654"
"Northern America","1981","9635794","1982100","100","100","15.6512593943033","13.1204994014127","30473","25678"
"Latin America and the Caribbean","1981","26909001","5566595","99.88","99.89","86.6662650838994","67.198980248554","502713","392078"
"Central America","1981","7688403","1513922","100","100","81.4994463615318","62.0443014219628","136042","103839"
"South America","1981","17637960","3732060","99.87","99.88","87.4033876786244","68.811131787744","330159","261526"
"Caribbean","1981","1582638","320613","99.43","99.45","102.682887139992","74.0070639699503","36548","26735"
"Europe","1981","25266597","5011109","97.59","97.6","23.4332948348186","19.808801886677","120435","101896"
"Northern Europe","1981","2894164","579680","100","100","14.5426382996339","12.1953239857381","8505","7139"
"Southern Europe","1981","5256989","994702","88.43","87.91","21.738204664671","18.7952539452567","22467","19204"
"Eastern Europe","1981","12030888","2384054","100","100","29.8398748758525","25.1341512796812","74178","62870"
"Western Europe","1981","5084556","1052673","99.98","99.98","14.5301722841175","12.105265431048","15063","12551"
"Oceania","1981","1094788","209990","98.7","98.63","48.0793440641502","36.1698253242494","11540","8745"
"Australia and New Zealand","1981","687044","126899","100","100","14.5650364502147","12.0335439325971","2086","1720"
"Melanesia","1981","370003","75010","100","100","98.6590481152951","72.5094428647722","8951","6642"
"Micronesia","1981","15975","3418","93","94.24","91.0147654247569","63.8119840373988",,"234"
"Polynesia","1981","21766","4663","39.84","42.55",,,,
"Africa","1982","46204987","10104667","99.83","99.82","191.459523464779","119.186902669011","2093572","1328957"
"Northern Africa","1982","9664399","2084262","100","100","133.310809847805","95.2181164183029","292976","211886"
"Southern Africa","1982","2723951","571611","100","100","90.2718607435786","67.4370291843589","55803","42271"
"Eastern Africa","1982","14980917","3291834","100","100","205.638158606685","127.41257101937","731476","461996"
"Western Africa","1982","13590049","2987683","99.42","99.4","224.958367448035","131.17625810887","749433","445878"
"Middle Africa","1982","5245671","1169277","100","100","210.689249970969","130.504943299753","264334","167139"
"Asia","1982","173473557","36157756","99.53","99.49","113.122428497961","83.4960155199362","4475980","3333473"
"Eastern Asia","1982","55214492","10993357","98.61","98.44","56.0212244343177","44.0323107222281","700143","551302"
"Central Asia","1982","2988896","634611","100","100","103.823850294109","84.0139484964004","71954","58876"
"Southern Asia","1982","78192464","16788608","100","100","155.947860007668","113.8054316024","2860536","2107261"
"South-Eastern Asia","1982","27422979","5693644","99.8","99.78","102.548168915818","73.9662798900306","618030","447596"
"Western Asia","1982","9654726","2047536","100","100","100.087650552833","74.1321742644479","214545","160903"
"Americas","1982","36975109","7619111","99.91","99.91","65.8348491205715","51.4540827147232","514587","404591"
"Northern America","1982","9750473","2004542","100","100","15.0793766211509","12.6338374285458","29833","25144"
"Latin America and the Caribbean","1982","27224636","5614569","99.88","99.88","82.878800145479","64.536741822694","484883","379546"
"Central America","1982","7698289","1536564","100","100","77.5942148478302","59.4036727767253","130135","99876"
"South America","1982","17920292","3740495","99.87","99.87","83.5271699526986","66.041843498898","318521","253149"
"Caribbean","1982","1606055","337510","99.43","99.42","100.184085801699","72.2374745279822","36266","26546"
"Europe","1982","25239107","5039565","97.58","97.58","22.593719197749","19.1149977874536","116171","98282"
"Northern Europe","1982","2900332","593074","100","100","13.9329380062702","11.6780571345473","8226","6916"
"Southern Europe","1982","5125401","966406","88.12","87.42","20.6207372501519","17.76854045692","20638","17620"
"Eastern Europe","1982","12102298","2407286","100","100","28.9471305522444","24.4870929537629","72614","61544"
"Western Europe","1982","5111076","1072799","99.99","99.99","13.8382676736465","11.5085417022878","14437","12028"
"Oceania","1982","1101835","220437","98.72","98.7","46.9381291497946","35.3364569002387","11397","8649"
"Australia and New Zealand","1982","687615","134827","100","100","14.1429063241282","11.6811606928341","2037","1685"
"Melanesia","1982","375893","77383","100","100","96.1175808397751","70.7904707662966","8855","6577"
"Micronesia","1982","16466","3551","93.27","94.37","84.266392528815","63.5406420731213",,"241"
"Polynesia","1982","21861","4676","40.52","43.22",,,,
"Africa","1983","47365805","10349759","99.83","99.82","187.917704843813","117.031355962422","2102047","1335263"
"Northern Africa","1983","9883492","2120220","100","100","125.18079709576","90.2355805246377","279465","203827"
"Southern Africa","1983","2779980","585566","100","100","86.1310435152965","64.7065847436205","54431","41422"
"Eastern Africa","1983","15358094","3374451","100","100","202.760105542156","125.614952866504","740352","467873"
"Western Africa","1983","13933898","3060096","99.42","99.39","222.970259074363","130.178340948357","760844","452647"
"Middle Africa","1983","5410341","1209426","100","100","207.217905261043","128.758946532705","267541","169758"
"Asia","1983","176926910","37665390","99.5","99.4","109.44617074637","81.0528327257504","4421476","3307562"
"Eastern Asia","1983","56047785","11875705","98.5","98.2","54.5428677959869","43.0373427851","699766","557797"
"Central Asia","1983","3091212","666917","100","100","99.535175218289","80.9311992565159","70872","58309"
"Southern Asia","1983","80082181","17227810","100","100","151.575940812847","110.995030162637","2830148","2090303"
"South-Eastern Asia","1983","27833559","5803928","99.84","99.8","99.4507390965538","71.9224882434127","603053","437614"
"Western Asia","1983","9872173","2091030","100","100","94.8586563387896","70.7359565184109","207095","156120"
"Americas","1983","37359485","7688434","99.97","99.97","62.8739880804354","49.3207919055927","496397","391483"
"Northern America","1983","9859592","2029488","100","100","14.5605665198488","12.1831594350282","29282","24658"
"Latin America and the Caribbean","1983","27499893","5658946","99.96","99.96","79.2699151853863","61.9672221192597","467148","366850"
"Central America","1983","7763390","1569462","100","100","73.906850629496","56.8862688756317","124561","96109"
"South America","1983","18085037","3731970","100","100","79.8451859453203","63.367052505363","306715","244463"
"Caribbean","1983","1651466","357514","99.41","99.39","97.5006778291608","70.4179709853949","35908","26296"
"Europe","1983","25282482","5080922","97.57","97.57","21.830875701098","18.4656985310411","112199","94917"
"Northern Europe","1983","2925902","609288","100","100","13.4248245383486","11.2454527529529","8023","6749"
"Southern Europe","1983","4995446","940477","87.74","86.86","19.5403909528375","16.8287732931859","19003","16212"
"Eastern Europe","1983","12220015","2439801","100","100","28.1982859287838","23.8640480376633","71007","60196"
"Western Europe","1983","5141119","1091356","99.99","100","13.1937083034765","10.9561460010379","13871","11553"
"Oceania","1983","1128956","234176","98.76","98.79","45.8445308113427","34.5645548811136","11271","8564"
