"Region","Year","Under.five.population","Infant.population","Population.coverage..under.5.","Population.coverage..age.0.","U5MR.median","IMR.median","CMR.median","Under.five.deaths.median","Infant.deaths.median","Child.deaths.median"
"Least developed countries",1968,77015904,42043125,40.73,40.9,,,,,,
"Landlocked developing countries",1968,41336971,22567739,7.25,7.1,,,,,,
"Small island developing States",1968,7968927,4319826,35.19,34.75,,,,,,
"Europe and Northern America",1968,158650819,80062550,0,0,,,,,,
"Northern America",1968,45773998,23135806,0,0,,,,,,
"Europe",1968,112876821,56926744,0,0,,,,,,
"Latin America and the Caribbean",1968,71694213,38549728,3.6,3.58,,,,,,
"Central and Southern Asia",1968,189511455,101562472,16.75,17.28,,,,,,
"Central Asia",1968,7950576,4423874,0,0,,,,,,
"Southern Asia",1968,181560879,97138598,17.48,18.07,,,,,,
"Eastern and South-Eastern Asia",1968,286562346,142715147,17.56,19.33,,,,,,
"Eastern Asia",1968,215145917,103906798,4.12,4.65,,,,,,
"South-Eastern Asia",1968,71416429,38808349,58.05,58.61,26.0630587452094,17.7784501827782,8.43456200281173,194472,139233,55238
"Northern Africa and Western Asia",1968,42130852,22889090,55.95,55.37,21.4032534316836,14.7226181508514,6.78046142528326,94126,67936,26191
"Western Asia",1968,20985507,11412519,51.58,51.2,13.7668379127477,11.1285341008865,2.6679946816569,30669,25571,5098
"Northern Africa",1968,21145345,11476571,60.28,59.5,27.8341090744029,17.7877516965414,10.2282957631756,61062,41194,19868
"Sub-Saharan Africa",1968,68939017,37706318,42.34,42.2,,,,,,
"Oceania",1968,3913234,2072990,3.75,3.85,,,,,,
"Oceania (exc. Australia and New Zealand)",1968,984022,551593,14.9,14.46,,,,,,
"Australia and New Zealand",1968,2929212,1521397,0,0,,,,,,
"Europe, Northern America, Australia and New Zealand",1968,161580031,81583947,0,0,,,,,,
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1968,72400451,39359942,57.46,57.99,26.0092072732822,17.739888256095,8.41866519704823,196765,140903,55862
"World",1968,821401936,425558295,16.7,17.7,,,,,,
"Least developed countries",1969,79375908,43324430,44.27,44.47,,,,,,
"Landlocked developing countries",1969,42572056,23167108,8.77,8.64,,,,,,
"Small island developing States",1969,8181882,4426761,35.12,34.62,,,,,,
"Europe and Northern America",1969,159103338,79661965,94.66,94.9,4.73781804797069,2.5597872548223,2.18362039680955,75574,40838,34735
"Northern America",1969,45924395,22930567,100,100,4.28906062836898,2.19465644282608,2.09901079310351,19762,10087,9675
"Europe",1969,113178943,56731398,92.5,92.84,4.93368836166852,2.71870924732765,2.22101741492525,55973,30881,25092
"Latin America and the Caribbean",1969,73657264,39524193,7.75,7.63,,,,,,
"Central and Southern Asia",1969,194345127,103963319,87.21,87.07,40.2525330990388,30.0535416562125,10.5150045707073,825280,634260,191020
"Central Asia",1969,8246275,4530746,0,0,,,,,,
"Southern Asia",1969,186098852,99432573,91.07,91.03,40.2525330990388,30.0535416562125,10.5150045707073,789846,606666,183181
"Eastern and South-Eastern Asia",1969,296888398,154425720,22.88,23.4,,,,,,
"Eastern Asia",1969,223246436,114626249,11.22,11.11,,,,,,
"South-Eastern Asia",1969,73641962,39799471,58.24,58.81,25.2158580525021,17.1610300548541,8.19547071693501,193492,137791,55701
"Northern Africa and Western Asia",1969,43504919,23660514,69.23,68.73,23.3008672493096,15.6277506462451,7.79493388614105,105649,74580,31069
"Western Asia",1969,21728031,11840856,59.09,58.61,18.8373529551406,14.2196164609336,4.68434609910656,43250,33959,9291
"Northern Africa",1969,21776888,11819658,79.34,78.88,26.6018967540218,16.674653956921,10.0955831526649,59942,39746,20196
"Sub-Saharan Africa",1969,71047791,38863897,43.77,43.66,,,,,,
"Oceania",1969,3985488,2097470,78.35,76.88,4.39438269459125,2.38470419757491,2.01448244175119,1770,1004,765
"Oceania (exc. Australia and New Zealand)",1969,1013368,566266,14.85,14.36,,,,,,
"Australia and New Zealand",1969,2972120,1531204,100,100,4.05909055539688,2.14958852830819,1.91361551304309,1216,661,555
"Europe, Northern America, Australia and New Zealand",1969,162075458,81193169,94.76,95,4.72461925626766,2.55164573899148,2.17853236009005,76779,41492,35285
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1969,74655330,40365737,57.65,58.19,25.1663191067554,17.1253460693378,8.18107680899143,195791,139458,56332
"World",1969,842532325,442197078,54.4,54.3,25.0869163020074,17.9910866889704,7.22583014965922,2185582,1605116,580466
"Least developed countries",1970,81763579,44588358,45.8,46,,,,,,
"Landlocked developing countries",1970,43772821,23698289,11.41,11.39,,,,,,
"Small island developing States",1970,8383750,4519959,38.39,37.82,,,,,,
"Europe and Northern America",1970,158677873,78652704,94.81,94.97,4.61279793255531,2.4809655257305,2.13713456400193,73230,39048,34182
"Northern America",1970,45805161,22559128,100,100,4.21847228906269,2.15246282529321,2.07046606500533,19397,9741,9656
"Europe",1970,112872712,56093576,92.7,92.95,4.78404037880498,2.62307024568326,2.16665341723314,53969,29419,24550
"Latin America and the Caribbean",1970,75559853,40428804,13.44,13.29,,,,,,
"Central and Southern Asia",1970,198982145,106205688,87.16,87.1,38.9576684165264,28.9289584970852,10.327472955964,816016,623422,192595
"Central Asia",1970,8503917,4595889,0,0,,,,,,
"Southern Asia",1970,190478228,101609799,91.05,91.04,38.9576684165264,28.9289584970852,10.327472955964,780988,596489,184497
"Eastern and South-Eastern Asia",1970,305080921,166624865,22.77,22.08,,,,,,
"Eastern Asia",1970,229312609,125905892,10.99,10.13,,,,,,
"South-Eastern Asia",1970,75768312,40718973,58.45,59.01,24.3841627799917,16.5441992822166,7.97185139591733,191956,135856,56100
"Northern Africa and Western Asia",1970,44851129,24374091,69.07,68.56,22.6752322203829,15.1716924066976,7.61913498609954,105869,74552,31318
"Western Asia",1970,22468532,12245150,58.9,58.34,18.2996115671893,13.7657017098593,4.59719345108003,43396,33977,9419
"Northern Africa",1970,22382597,12128941,79.28,78.87,25.9234296585177,16.2203697526808,9.86304209551233,59976,39661,20315
"Sub-Saharan Africa",1970,73249506,40062105,45.38,45.31,,,,,,
"Oceania",1970,4051444,2109588,78.05,76.39,4.29432131891483,2.3243215770181,1.97458932246461,1761,988,773
"Oceania (exc. Australia and New Zealand)",1970,1042949,580485,14.74,14.19,,,,,,
"Australia and New Zealand",1970,3008495,1529103,100,100,3.93425376625633,2.07422728500634,1.86389261817484,1197,640,557
"Europe, Northern America, Australia and New Zealand",1970,161686368,80181807,94.91,95.07,4.59943686875486,2.4728079082002,2.13190074156798,74415,39682,34734
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1970,76811261,41299458,57.85,58.38,24.3390564759852,16.5115840531148,7.95888624202482,194262,137518,56744
"World",1970,860452871,458457845,54.7,53.6,24.5678847617871,17.5795600822715,7.11337467703835,2199785,1625975,573810
"Least developed countries",1971,84135871,45805242,47.26,47.35,,,,,,
"Landlocked developing countries",1971,44940041,24186443,14.08,14.04,,,,,,
"Small island developing States",1971,8566930,4592461,38.29,37.77,,,,,,
"Europe and Northern America",1971,157418427,77195707,94.86,94.92,4.48585301024207,2.40217954276749,2.08869087797276,70708,37151,33557
"Northern America",1971,45485847,22009917,100,100,4.14109599793056,2.10750767213807,2.03788318022968,18904,9300,9604
"Europe",1971,111932580,55185790,92.77,92.89,4.6347027449628,2.52866736229778,2.11137434606361,51921,27949,23972
"Latin America and the Caribbean",1971,77367021,41238907,13.39,13.24,,,,,,
"Central and Southern Asia",1971,203457542,108272942,87.11,87.12,37.63078903668,27.7860646968723,10.1260884897091,803758,610058,193701
"Central Asia",1971,8719274,4624343,0,0,,,,,,
"Southern Asia",1971,194738268,103648599,91.01,91.01,37.63078903668,27.7860646968723,10.1260884897091,769423,584041,185382
"Eastern and South-Eastern Asia",1971,313211442,179026586,22.61,20.82,,,,,,
"Eastern Asia",1971,235402911,137390278,10.7,9.21,,,,,,
"South-Eastern Asia",1971,77808531,41636308,58.65,59.13,23.591882073965,15.9636089191834,7.75202342507173,190302,134006,56295
"Northern Africa and Western Asia",1971,46144199,25013503,69,68.56,22.0843036021461,14.7425457565303,7.45161360007485,105910,74309,31601
"Western Asia",1971,23176579,12610232,58.79,58.25,17.8127937775123,13.3496000732463,4.52358171100666,43487,33908,9579
"Northern Africa",1971,22967620,12403271,79.3,79.05,25.2664171932996,15.7847174995955,9.63376596796561,59896,39460,20436
"Sub-Saharan Africa",1971,75549531,41295662,46.97,46.88,,,,,,
"Oceania",1971,4138186,2126879,77.88,75.98,4.19490298726555,2.26240008505635,1.93688491079603,1755,969,786
"Oceania (exc. Australia and New Zealand)",1971,1071884,594016,14.58,13.98,,,,,,
"Australia and New Zealand",1971,3066302,1532863,100,100,3.81493383185461,2.00078467255562,1.81778615798191,1183,620,563
"Europe, Northern America, Australia and New Zealand",1971,160484729,78728570,94.96,95.02,4.47230644225893,2.39395624982868,2.08333761152588,71880,37764,34116
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1971,78880415,42230324,58.05,58.49,23.5510197742467,15.9338658624394,7.74048983860524,192611,135661,56950
"World",1971,877286348,474170186,54.5,52.4,24.0790240890496,17.1871336020348,7.01241377951621,2210891,1643757,567133
"Least developed countries",1972,86621565,47073916,55.28,55.45,46.3453974964786,33.2394019808542,13.5566090948246,426248,318299,107949
"Landlocked developing countries",1972,46078900,24651882,20.74,20.89,,,,,,
"Small island developing States",1972,8726374,4645850,38.26,37.79,,,,,,
"Europe and Northern America",1972,156253632,75858324,94.82,94.7,4.36196778565945,2.32619033520262,2.04052409789199,68204,35346,32857
"Northern America",1972,44925268,21325082,100,100,4.04737870624172,2.05391815043652,1.99756338750347,18240,8778,9462
"Europe",1972,111328364,54533242,92.74,92.63,4.4958316123529,2.44110704446669,2.05975264457679,50071,26660,23410
"Latin America and the Caribbean",1972,79077665,41958935,13.35,13.21,,,,,,
"Central and Southern Asia",1972,207890890,110319072,88.57,88.67,36.6410874570023,26.7560537214949,10.1567893366363,797452,598273,199180
"Central Asia",1972,8895514,4628754,0,0,,,,,,
"Southern Asia",1972,198995376,105690318,92.53,92.55,36.6410874570023,26.7560537214949,10.1567893366363,763688,573203,190484
"Eastern and South-Eastern Asia",1972,319864138,186322030,88.41,89.46,18.6455994736506,13.0102792772612,5.70960373555156,640901,487990,152909
"Eastern Asia",1972,240168642,143839041,98.21,98.38,17.7997750714965,12.5798419041392,5.28643569260679,466286,364180,102105
"South-Eastern Asia",1972,79695496,42482989,58.88,59.27,22.853321795258,15.4258809603114,7.54381076174438,188445,132090,56355
"Northern Africa and Western Asia",1972,47405310,25566734,68.92,68.71,21.5054799647403,14.3234072076172,7.28643939568104,105709,73776,31933
"Western Asia",1972,23856811,12906175,58.66,58.32,17.3321754547933,12.939528706028,4.45023063582593,43388,33623,9766
"Northern Africa",1972,23548499,12660559,79.32,79.3,24.6196047230106,15.3596895742543,9.40436324890301,59751,39190,20561
"Sub-Saharan Africa",1972,77937459,42562156,51.88,51.94,49.0610427838616,33.5418569211202,16.0577940947359,405035,290526,114510
"Oceania",1972,4216907,2142368,77.66,75.55,4.0989203306836,2.20326577063078,1.89984041340527,1735,944,790
"Oceania (exc. Australia and New Zealand)",1972,1100200,606970,14.39,13.7,,,,,,
"Australia and New Zealand",1972,3116707,1535398,100,100,3.70133291808294,1.93248282400157,1.77227498504939,1156,594,562
"Europe, Northern America, Australia and New Zealand",1972,159370339,77393722,94.93,94.81,4.34831647781997,2.31795359056157,2.03508010850307,69349,35934,33414
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1972,80795696,43089959,58.27,58.62,22.8165001503063,15.3988899357158,7.53361959352879,190758,133737,57020
"World",1972,892646001,484729619,78.6,79.1,22.2867055340461,15.7030836037394,6.68865443001776,2081478,1534138,547340
"Least developed countries",1973,89197621,48411615,55.34,55.48,44.8923899453947,32.0580589565852,13.2594016692514,424507,315610,108897
"Landlocked developing countries",1973,47179834,25117894,20.76,21.01,,,,,,
"Small island developing States",1973,8863899,4672363,38.27,37.97,,,,,,
"Europe and Northern America",1973,154796608,74549117,94.68,94.33,4.23784022663731,2.25178917668221,1.99053331132141,65613,33624,31990
"Northern America",1973,44170113,20618074,100,100,3.93236935608665,1.98947564476745,1.94676675636697,17423,8221,9202
"Europe",1973,110626495,53931043,92.56,92.16,4.36593180926204,2.36058013241152,2.01009667111666,48298,25494,22803
"Latin America and the Caribbean",1973,80694774,42584816,13.31,13.2,,,,,,
"Central and Southern Asia",1973,212437697,112462829,88.58,88.71,35.2768567074974,25.6200192128994,9.91075112893547,782792,583673,199119
"Central Asia",1973,9030278,4620514,0,0,,,,,,
"Southern Asia",1973,203407419,107842315,92.51,92.51,35.2768567074974,25.6200192128994,9.91075112893547,750071,559722,190349
"Eastern and South-Eastern Asia",1973,328229129,187560676,88.51,89.37,17.719175616467,12.283352075746,5.50342403577455,618857,463618,155239
"Eastern Asia",1973,246780987,144366954,98.21,98.31,16.8401957444243,11.8072761067249,5.09305474125597,447523,342944,104578
"South-Eastern Asia",1973,81448142,43193722,59.12,59.5,22.1362283048996,14.9083490500982,7.33726577403405,186095,129756,56339
"Northern Africa and Western Asia",1973,48693042,26069157,74.74,75.37,20.9609735877776,13.8744195216701,7.18625924161715,105588,72920,32668
"Western Asia",1973,24552652,13159131,70.21,71.24,17.5911450372395,12.7102473275384,4.9437337888791,44956,33661,11295
"Northern Africa",1973,24140390,12910026,79.36,79.58,23.9657322480721,14.9354595999948,9.16718882644014,59637,38926,20712
"Sub-Saharan Africa",1973,80393651,43883011,51.88,52,48.0267508760944,32.8122304497188,15.7306790939364,408701,292935,115765
"Oceania",1973,4258454,2144786,77.27,75.11,4.00303729470952,2.14237857348591,1.86465351496109,1713,922,792
"Oceania (exc. Australia and New Zealand)",1973,1127363,616457,14.16,13.41,,,,,,
"Australia and New Zealand",1973,3131091,1528329,100,100,3.58660200512084,1.86304464639413,1.72677441655908,1128,572,556
"Europe, Northern America, Australia and New Zealand",1973,157927699,76077446,94.79,94.44,4.22417150754451,2.24352182378277,1.98510330635203,66730,34188,32541
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1973,82575505,43810179,58.5,58.85,22.1033404423807,14.8840376910348,7.32837861486368,188406,131387,57019
"World",1973,909503355,489254392,78.9,79.2,21.5654684260185,15.1349170666665,6.52937287633262,2042584,1492107,550476
"Least developed countries",1974,91898604,49823992,55.46,55.55,43.3663433225285,30.8382387188287,12.9267425771509,421677,312207,109470
"Landlocked developing countries",1974,48249392,25613892,20.84,21.16,,,,,,
"Small island developing States",1974,8980984,4682122,38.32,38.26,,,,,,
"Europe and Northern America",1974,153131069,73296640,94.52,93.97,4.12045431858787,2.18418383041336,1.94050891637247,63090,32062,31027
"Northern America",1974,43389292,20007403,100,100,3.80353221523166,1.91794836149986,1.88920725569242,16554,7691,8863
"Europe",1974,109741777,53289237,92.36,91.71,4.25202191938256,2.29316069192483,1.96336353554138,46650,24467,22182
"Latin America and the Caribbean",1974,82249360,43171846,13.26,13.18,,,,,,
"Central and Southern Asia",1974,216965794,114627469,92.67,92.85,33.486757544114,24.0209087560526,9.69882333851698,756780,557325,199456
"Central Asia",1974,9128713,4615626,0,0,,,,,,
"Southern Asia",1974,207837081,110011843,96.74,96.75,33.486757544114,24.0209087560526,9.69882333851698,725579,534907,190672
"Eastern and South-Eastern Asia",1974,341202038,188959737,88.75,89.31,16.8555889460069,11.6118681184965,5.30532556833568,603354,441401,161953
"Eastern Asia",1974,258085723,145088193,98.23,98.26,15.9623059289394,11.096241381179,4.92066543923011,435268,323794,111474
"South-Eastern Asia",1974,83116315,43871544,59.32,59.7,21.4605802450882,14.4134889152243,7.15014993671916,183707,127388,56319
"Northern Africa and Western Asia",1974,50034984,26585233,76.29,77.01,20.1059217836582,13.2779580099224,6.91984518757155,103616,71059,32556
"Western Asia",1974,25229851,13394933,73.14,74.09,16.6080305182963,11.9126170379068,4.7520225046428,43360,32087,11273
"Northern Africa",1974,24805133,13190300,79.5,79.98,23.3622934499235,14.5607526667463,8.93159147760307,59529,38698,20831
"Sub-Saharan Africa",1974,82940051,45273085,51.92,52.06,47.0673458657992,32.1296655883728,15.4335552463306,413015,295847,117168
"Oceania",1974,4297486,2158387,76.94,74.89,3.90857317574944,2.08275779380945,1.82962604985509,1689,902,787
"Oceania (exc. Australia and New Zealand)",1974,1151410,624006,13.93,13.14,,,,,,
"Australia and New Zealand",1974,3146076,1534381,100,100,3.47727398994513,1.79715463538923,1.68314422500198,1099,554,545
"Europe, Northern America, Australia and New Zealand",1974,156277145,74831021,94.63,94.09,4.10669684827014,2.17575144626326,1.93515582008122,64177,32609,31568
"South-Eastern Asia and Oceania (exc. Australia and New Zealand)",1974,84267725,44495550,58.7,59.05,21.4312783919808,14.3917239935683,7.14234505714166,186010,128999,57011
"World",1974,930820782,494072397,79.9,80,20.8803079715836,14.57205490786,6.4015366066504,2011108,1450279,560828
"Least developed countries",1975,94493641,51198216,57.31,57.36,42.2614756770362,29.9678765158471,12.6733938635281,421937,311619,110319
"Landlocked developing countries",1975,49301651,26156195,24.33,24.73,,,,,,
"Small island developing States",1975,9081423,4688075,38.41,38.61,,,,,,
"Europe and Northern America",1975,151399342,72442387,94.37,93.68,4.01557618288573,2.12582992278752,1.89377209748994,60793,30843,29950
"Northern America",1975,42703209,19681414,100,100,3.66739030252128,1.842426797165,1.82833207336242,15712,7269,8443
"Europe",1975,108696133,52760973,92.16,91.33,4.16000225940272,2.24156537177242,1.92274685038876,45209,23680,21529
"Latin America and the Caribbean",1975,83723563,43747739,13.22,13.16,,,,,,
"Central and Southern Asia",1975,221463532,116876712,92.72,92.92,32.1749481222259,22.9512771766289,9.44033877752111,740907,542655,198253
"Central Asia",1975,9210929,4634972,0,0,,,,,,
"Southern Asia",1975,212252603,112241740,96.75,96.76,32.1749481222259,22.9512771766289,9.44033877752111,710738,521153,189584
"Eastern and South-Eastern Asia",1975,356100032,191774901,89.06,89.33,16.0215689520843,10.9648486915956,5.11278113199416,591318,422875,168443
"Eastern Asia",1975,271444572,147260058,98.26,98.23,15.122600801864,10.4200827293918,4.75203466683365,426808,308507,118301
"South-Eastern Asia",1975,84655460,44514843,59.54,59.91,20.7837140442414,13.9143395966821,6.96630599490685,180864,124748,56116
"Northern Africa and Western Asia",1975,51288006,27111621,76.49,77.21,19.5168200716623,12.8572179543484,6.74634129777386,103024,70316,32709
"Western Asia",1975,25878783,13627310,73.5,74.38,16.0714748980503,11.4623847734562,4.66253388196845,42850,31403,11447
"Northern Africa",1975,25409223,13484311,79.54,80.07,22.7504471826844,14.1647787805121,8.70902988387008,59490,38654,20835
"Sub-Saharan Africa",1975,85570871,46721606,53.92,54.07,46.3070803989623,31.6849287310206,15.1006135314813,419226,301013,118214
"Oceania",1975,4337157,2187980,76.65,74.91,3.80993650936312,2.01754471513,1.79601533548144,1657,883,774
"Oceania (exc. Australia and New Zealand)",1975,1173181,630283,13.68,12.89,,,,,,
